,w,i,e,d,r,a,u,f,n,h,m, ,s,t,z,g,p,o,c,k,l,ã,¤,",",1,7,.,b,¼,j,ÿ,¶,"""",-,v,(,),x,?,4,3,6,q,!,y,9,8,­,¡,0,„,:,³,;,5,2,/,–,%,œ,â,º,©
"('u', 'n')",0.0004389815627743635,0.0276558384547849,0.006145741878841089,0.3235294117647059,0.0004389815627743635,0.0004389815627743635,0.0004389815627743635,0.008340649692712906,0.006145741878841089,0.000877963125548727,0.001755926251097454,0.00877963125548727,0.061018437225636525,0.04960491659350307,0.0030728709394205445,0.4591747146619842,0.0,0.0,0.0,0.029850746268656716,0.0,0.006584723441615452,0.0,0.0013169446883230904,0.0,0.0,0.001755926251097454,0.001755926251097454,0.0,0.0,0.0,0.0,0.0,0.0,0.000877963125548727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('n', 'g')",0.0,0.005035971223021582,0.2755395683453237,0.0007194244604316547,0.002158273381294964,0.0007194244604316547,0.012949640287769784,0.002158273381294964,0.004316546762589928,0.0,0.0,0.47266187050359715,0.1251798561151079,0.013669064748201438,0.0007194244604316547,0.0,0.0007194244604316547,0.0007194244604316547,0.0,0.0,0.025899280575539568,0.0014388489208633094,0.0,0.04028776978417266,0.0,0.0,0.013669064748201438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014388489208633094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('g', 's')",0.025252525252525252,0.025252525252525252,0.020202020202020204,0.005050505050505051,0.03535353535353535,0.18181818181818182,0.020202020202020204,0.015151515151515152,0.020202020202020204,0.0,0.020202020202020204,0.0707070707070707,0.05555555555555555,0.11616161616161616,0.020202020202020204,0.025252525252525252,0.13636363636363635,0.0,0.020202020202020204,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.050505050505050504,0.0,0.005050505050505051,0.0,0.0,0.0,0.03535353535353535,0.06565656565656566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('s', 'p')",0.0,0.07604562737642585,0.1482889733840304,0.0,0.41064638783269963,0.049429657794676805,0.022813688212927757,0.0,0.0,0.015209125475285171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17110266159695817,0.0,0.0,0.07984790874524715,0.026615969581749048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('p', 'e')",0.0,0.018518518518518517,0.0,0.009259259259259259,0.4537037037037037,0.009259259259259259,0.0,0.0,0.046296296296296294,0.0,0.0,0.027777777777777776,0.018518518518518517,0.037037037037037035,0.10185185185185185,0.0,0.0,0.0,0.0,0.2037037037037037,0.046296296296296294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0
"('r', 'i')",0.0,0.0,0.08881578947368421,0.0,0.0,0.008223684210526315,0.004934210526315789,0.054276315789473686,0.16611842105263158,0.0,0.001644736842105263,0.008223684210526315,0.03453947368421053,0.11019736842105263,0.003289473684210526,0.04111842105263158,0.001644736842105263,0.0805921052631579,0.37006578947368424,0.008223684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003289473684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.014802631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('i', 'o')",0.0,0.0,0.0,0.04409448818897638,0.03307086614173228,0.0,0.0,0.0,0.9086614173228347,0.0,0.0,0.004724409448818898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031496062992125984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006299212598425197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('o', 'd')",0.0,0.1935483870967742,0.6693548387096774,0.0,0.0,0.03225806451612903,0.08064516129032258,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('e', 'i')",0.0,0.0,0.0017873100983020554,0.02323503127792672,0.0017873100983020554,0.0,0.0,0.0071492403932082215,0.4075067024128686,0.00580875781948168,0.00804289544235925,0.05138516532618409,0.04691689008042895,0.2779267202859696,0.003127792672028597,0.023681858802502235,0.00044682752457551384,0.0,0.08176943699731903,0.0,0.040214477211796246,0.007596067917783735,0.0,0.002234137622877569,0.0,0.0,0.00044682752457551384,0.008936550491510277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('i', 'c')",0.0,0.0011331444759206798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9461756373937678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052691218130311614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('c', 'h')",0.010033444816053512,0.017558528428093644,0.22937569676700112,0.0019509476031215162,0.016722408026755852,0.046544035674470456,0.021739130434782608,0.002787068004459309,0.011426978818283166,0.006688963210702341,0.002787068004459309,0.2826086956521739,0.025362318840579712,0.2238015607580825,0.002508361204013378,0.004180602006688963,0.0002787068004459309,0.004738015607580825,0.0,0.010033444816053512,0.04180602006688963,0.01644370122630992,0.0,0.014214046822742474,0.0,0.0,0.0033444816053511705,0.0002787068004459309,0.0,0.0,0.0,0.0,0.0,0.0005574136008918618,0.0005574136008918618,0.0,0.0,0.0,0.0002787068004459309,0.0,0.0,0.0,0.0002787068004459309,0.0002787068004459309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008361204013377926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('h', ' ')",0.04625984251968504,0.06988188976377953,0.06791338582677166,0.1830708661417323,0.007874015748031496,0.10039370078740158,0.03248031496062992,0.023622047244094488,0.04822834645669291,0.04133858267716536,0.08562992125984252,0.0,0.0639763779527559,0.001968503937007874,0.040354330708661415,0.05019685039370079,0.003937007874015748,0.004921259842519685,0.0,0.028543307086614175,0.006889763779527559,0.004921259842519685,0.0,0.0,0.0,0.0,0.0,0.04429133858267716,0.0,0.003937007874015748,0.0,0.0,0.0,0.002952755905511811,0.0344488188976378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001968503937007874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(' ', 'e')",0.0,0.40122199592668023,0.0,0.0,0.21452817379497624,0.0013577732518669382,0.09979633401221996,0.012898845892735914,0.11744738628649015,0.0027155465037338763,0.006788866259334691,0.0,0.09368635437881874,0.012219959266802444,0.0,0.0006788866259334691,0.0,0.0,0.0013577732518669382,0.0,0.0047522063815342835,0.0,0.0,0.0,0.0,0.0,0.0,0.017651052274270197,0.0,0.0,0.0,0.0,0.0,0.0,0.006788866259334691,0.0,0.0,0.006109979633401222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('r', 'k')",0.0,0.0,0.3446601941747573,0.0,0.0048543689320388345,0.03398058252427184,0.13592233009708737,0.0,0.0048543689320388345,0.0,0.0,0.02912621359223301,0.13106796116504854,0.09223300970873786,0.0,0.0,0.0,0.019417475728155338,0.0,0.0,0.19902912621359223,0.0048543689320388345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('k', 'l')",0.0,0.2080536912751678,0.09395973154362416,0.0,0.0,0.1476510067114094,0.4228187919463087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12751677852348994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('l', 'ã')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8448275862068966,0.0,0.0,0.0,0.0,0.0,0.1206896551724138,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('ã', '¤')",0.0,0.09202453987730061,0.0,0.016359918200409,0.07566462167689161,0.0,0.0541922290388548,0.05112474437627812,0.1656441717791411,0.0869120654396728,0.024539877300613498,0.0,0.1574642126789366,0.1359918200408998,0.002044989775051125,0.041922290388548056,0.0,0.0,0.044989775051124746,0.0,0.03169734151329243,0.015337423312883436,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('¤', 'r')",0.0,0.0,0.2972972972972973,0.0,0.0,0.0,0.14864864864864866,0.04054054054054054,0.0,0.0,0.08108108108108109,0.0,0.013513513513513514,0.06756756756756757,0.013513513513513514,0.0,0.013513513513513514,0.0,0.0,0.3108108108108108,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
