,w,i,e,d,r,a,u,f,n,h,m, ,s,t,z,g,p,o,c,k,l,ã,¤,",",1,7,.,b,¼,j,ÿ,¶,"""",-,v,(,),x,?,4,3,6,q,!,y,9,8,­,¡,0,„,:,³,;,5,2,/,–,%,œ,â,º,©
"('.', 'w')",0.0,0.72,0.19,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('s', 't')",0.0,0.0879038317054846,0.2577009767092412,0.0,0.15026296018031554,0.14725770097670923,0.02329075882794891,0.0,0.003005259203606311,0.0007513148009015778,0.002253944402704733,0.15777610818933133,0.0067618332081141996,0.0007513148009015778,0.002253944402704733,0.0067618332081141996,0.0,0.0067618332081141996,0.0,0.0,0.008264462809917356,0.07588279489105935,0.0,0.029301277235161533,0.0,0.0,0.028549962434259956,0.0007513148009015778,0.0,0.0,0.0,0.0,0.0,0.0,0.003005259203606311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007513148009015778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(' ', 'k')",0.0,0.0029585798816568047,0.0621301775147929,0.0,0.022189349112426034,0.10059171597633136,0.026627218934911243,0.0,0.004437869822485207,0.0,0.0029585798816568047,0.0,0.0,0.0,0.0,0.0,0.0,0.6227810650887574,0.0,0.0,0.051775147928994084,0.10207100591715976,0.0,0.0014792899408284023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('k', 'o')",0.0,0.0,0.0,0.00823045267489712,0.00205761316872428,0.0,0.0,0.006172839506172839,0.15432098765432098,0.06995884773662552,0.522633744855967,0.00205761316872428,0.01440329218106996,0.0,0.0,0.0,0.01440329218106996,0.02263374485596708,0.02880658436213992,0.00205761316872428,0.15020576131687244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00205761316872428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('o', 'n')",0.0,0.018800358102059087,0.1396598030438675,0.1369740376007162,0.0,0.08325872873769025,0.0,0.009847806624888093,0.021486123545210387,0.0,0.0,0.4431512981199642,0.05461056401074306,0.011638316920322292,0.017009847806624886,0.0,0.0,0.005371530886302597,0.0008952551477170994,0.008057296329453895,0.0,0.0,0.0,0.03401969561324977,0.0,0.0,0.008057296329453895,0.0,0.0,0.0008952551477170994,0.0,0.0,0.0,0.0,0.0017905102954341987,0.0,0.0017905102954341987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017905102954341987,0.0,0.0008952551477170994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('n', 'n')",0.0,0.009828009828009828,0.3783783783783784,0.0,0.0,0.019656019656019656,0.002457002457002457,0.0,0.0,0.0,0.0,0.36609336609336607,0.002457002457002457,0.09582309582309582,0.004914004914004914,0.007371007371007371,0.0,0.009828009828009828,0.0,0.0,0.0,0.029484029484029485,0.0,0.03931203931203931,0.0,0.0,0.019656019656019656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014742014742014743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('t', ' ')",0.11005353955978585,0.06722189173111243,0.09696609161213564,0.17251635930993456,0.00594883997620464,0.07138607971445568,0.0678167757287329,0.01665675193337299,0.0380725758477097,0.04342653182629387,0.0297441998810232,0.0,0.054729327781082686,0.000594883997620464,0.045211183819155266,0.039262343842950624,0.006543723973825104,0.004164187983343248,0.0,0.01189767995240928,0.010707911957168352,0.00892325996430696,0.0,0.0,0.003569303985722784,0.0,0.0,0.03152885187388459,0.0,0.003569303985722784,0.0,0.0,0.0,0.011302795954788817,0.044616299821534804,0.002379535990481856,0.0,0.0,0.0,0.0,0.0,0.0,0.000594883997620464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000594883997620464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('e', 'f')",0.0,0.04294478527607362,0.03680981595092025,0.0,0.03067484662576687,0.20245398773006135,0.04294478527607362,0.22085889570552147,0.0,0.0,0.0,0.006134969325153374,0.012269938650306749,0.0,0.0,0.006134969325153374,0.0,0.1165644171779141,0.0,0.0,0.006134969325153374,0.27607361963190186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('r', 'c')",0.0,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.9142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('h', 't')",0.0023121387283236996,0.10520231213872833,0.24277456647398843,0.0,0.0011560693641618498,0.0011560693641618498,0.021965317919075144,0.004624277456647399,0.0,0.0011560693641618498,0.0011560693641618498,0.40578034682080927,0.05202312138728324,0.0011560693641618498,0.004624277456647399,0.0,0.0,0.0,0.0,0.0,0.056647398843930635,0.0,0.0,0.057803468208092484,0.0,0.0,0.03468208092485549,0.003468208092485549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011560693641618498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011560693641618498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('e', 't')",0.032679738562091505,0.002178649237472767,0.24183006535947713,0.0,0.12854030501089325,0.02178649237472767,0.0,0.0,0.0,0.008714596949891068,0.0,0.1394335511982571,0.017429193899782137,0.06535947712418301,0.2701525054466231,0.0,0.0,0.004357298474945534,0.0,0.002178649237472767,0.002178649237472767,0.0,0.0,0.032679738562091505,0.0,0.0,0.02832244008714597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002178649237472767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(' ', '""')",0.0,0.0,0.0,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0625,0.4375,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('""', 'm')",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('m', 'i')",0.0,0.0,0.015100671140939598,0.0016778523489932886,0.0436241610738255,0.0,0.0,0.0,0.050335570469798654,0.0,0.0,0.0,0.3087248322147651,0.5,0.0,0.016778523489932886,0.0,0.0,0.05201342281879195,0.0,0.0050335570469798654,0.006711409395973154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('i', 'l')",0.022857142857142857,0.12571428571428572,0.07428571428571429,0.12,0.0,0.005714285714285714,0.04,0.10285714285714286,0.005714285714285714,0.0,0.0,0.2342857142857143,0.022857142857142857,0.08571428571428572,0.0,0.005714285714285714,0.0,0.011428571428571429,0.0,0.0,0.12571428571428572,0.0,0.0,0.0,0.0,0.0,0.005714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('n', 'i')",0.0,0.0,0.21415929203539824,0.0,0.0,0.0,0.0035398230088495575,0.005309734513274336,0.0017699115044247787,0.0,0.010619469026548672,0.0017699115044247787,0.13982300884955753,0.03185840707964602,0.0,0.12743362831858407,0.0,0.09734513274336283,0.3345132743362832,0.017699115044247787,0.0,0.0,0.0,0.0017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012389380530973451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('i', 'u')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('m', '-')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('-', 'b')",0.0,0.2,0.3,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('b', 'u')",0.0,0.0,0.0,0.043478260869565216,0.13043478260869565,0.0,0.0,0.0,0.5652173913043478,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('u', 'g')",0.0,0.01639344262295082,0.4262295081967213,0.0,0.01639344262295082,0.06557377049180328,0.04918032786885246,0.0,0.03278688524590164,0.0,0.0,0.2786885245901639,0.01639344262295082,0.08196721311475409,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('g', ' ')",0.018890200708382526,0.06729634002361275,0.04014167650531287,0.30460448642266824,0.004722550177095631,0.0743801652892562,0.07319952774498228,0.03541912632821724,0.024793388429752067,0.011806375442739079,0.03778040141676505,0.0,0.049586776859504134,0.0059031877213695395,0.07792207792207792,0.03423848878394333,0.0023612750885478157,0.0035419126328217238,0.0,0.004722550177095631,0.0035419126328217238,0.0035419126328217238,0.0,0.0,0.0,0.0,0.0,0.0295159386068477,0.0,0.0,0.0,0.0,0.0023612750885478157,0.004722550177095631,0.08146399055489964,0.0011806375442739079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011806375442739079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011806375442739079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('""', ' ')",0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('i', 'n')",0.006957328385899814,0.07142857142857142,0.23469387755102042,0.08905380333951762,0.00463821892393321,0.014842300556586271,0.012059369202226345,0.016697588126159554,0.040352504638218926,0.00927643784786642,0.003246753246753247,0.2755102040816326,0.07096474953617811,0.017161410018552876,0.018089053803339517,0.05009276437847866,0.0,0.0,0.0,0.006029684601113173,0.002319109461966605,0.0,0.0,0.026901669758812616,0.0,0.0,0.00510204081632653,0.012059369202226345,0.0,0.0,0.0,0.0,0.0,0.0013914656771799629,0.006957328385899814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004174397031539889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('t', 'r')",0.0,0.07910750507099391,0.1643002028397566,0.0,0.0,0.3975659229208925,0.2129817444219067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07910750507099391,0.0,0.0,0.0,0.06693711967545639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('.', 'd')",0.0,0.3975409836065574,0.2459016393442623,0.0,0.012295081967213115,0.29508196721311475,0.004098360655737705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045081967213114756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('d', 'o')",0.0,0.0,0.0,0.0,0.1232876712328767,0.0,0.0,0.0,0.1643835616438356,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.5753424657534246,0.0958904109589041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(' ', 'b')",0.0,0.07205452775073028,0.8140214216163584,0.0,0.033106134371957155,0.018500486854917234,0.0038948393378773127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009737098344693282,0.0,0.0,0.004868549172346641,0.0,0.0,0.013631937682570594,0.027263875365141188,0.0,0.0,0.0,0.0,0.0009737098344693282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019474196689386564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('b', 'ã')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.7380952380952381,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('r', 'g')",0.0,0.06735751295336788,0.6062176165803109,0.0,0.031088082901554404,0.11398963730569948,0.08290155440414508,0.015544041450777202,0.010362694300518135,0.0,0.0,0.010362694300518135,0.0,0.0051813471502590676,0.0,0.0,0.0,0.02072538860103627,0.0,0.0,0.0051813471502590676,0.031088082901554404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('i', 'g')",0.0017605633802816902,0.0035211267605633804,0.426056338028169,0.0,0.007042253521126761,0.0017605633802816902,0.09859154929577464,0.0,0.02464788732394366,0.0035211267605633804,0.0,0.15845070422535212,0.02112676056338028,0.0880281690140845,0.0,0.0,0.0,0.0,0.0,0.11971830985915492,0.008802816901408451,0.0,0.0,0.03169014084507042,0.0,0.0,0.00528169014084507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(' ', 'm')",0.0,0.3492990654205608,0.21728971962616822,0.0,0.0,0.12967289719626168,0.0514018691588785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04672897196261682,0.002336448598130841,0.0,0.0,0.20327102803738317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('t', 'g')",0.0,0.0,0.25675675675675674,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7297297297297297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('g', 'l')",0.0,0.5959595959595959,0.26262626262626265,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025252525252525252,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('l', 'i')",0.0,0.0,0.18344519015659955,0.0044742729306487695,0.0,0.0,0.0,0.0022371364653243847,0.10850111856823266,0.0,0.006711409395973154,0.0044742729306487695,0.017897091722595078,0.1331096196868009,0.006711409395973154,0.026845637583892617,0.0,0.0,0.5022371364653244,0.0011185682326621924,0.0011185682326621924,0.0,0.0,0.0,0.0,0.0,0.0,0.0011185682326621924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('d', 's')",0.0,0.0,0.0,0.0,0.0,0.043795620437956206,0.0,0.0,0.0072992700729927005,0.0,0.0364963503649635,0.35766423357664234,0.0072992700729927005,0.34306569343065696,0.0,0.0072992700729927005,0.0364963503649635,0.0,0.014598540145985401,0.0,0.0,0.0364963503649635,0.0,0.043795620437956206,0.0,0.0,0.029197080291970802,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.021897810218978103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0,0.0
"('a', 'a')",0.0,0.0,0.0,0.0,0.046153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(' ', 'o')",0.0,0.0,0.0,0.3805970149253731,0.1044776119402985,0.0,0.0,0.11940298507462686,0.0,0.04477611940298507,0.0,0.0,0.05970149253731343,0.0,0.0,0.0,0.08955223880597014,0.0,0.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.007462686567164179,0.1865671641791045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('p', 'f')",0.0,0.0,0.3953488372093023,0.0,0.0,0.023255813953488372,0.16279069767441862,0.0,0.0,0.0,0.0,0.09302325581395349,0.0,0.023255813953488372,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.20930232558139536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(' ', 'v')",0.0,0.056043956043956046,0.4164835164835165,0.0,0.0,0.008791208791208791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5153846153846153,0.0,0.0,0.0,0.0032967032967032967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('v', 'o')",0.0,0.0,0.0,0.0,0.47752808988764045,0.0,0.0,0.0,0.4344569288389513,0.0,0.04307116104868914,0.0018726591760299626,0.0,0.003745318352059925,0.0,0.0,0.0,0.0,0.0,0.0,0.03932584269662921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('c', 'k')",0.06382978723404255,0.0,0.13297872340425532,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.010638297872340425,0.010638297872340425,0.14361702127659576,0.19148936170212766,0.03723404255319149,0.010638297872340425,0.010638297872340425,0.0,0.0,0.0,0.0,0.34574468085106386,0.0,0.0,0.02127659574468085,0.0,0.0,0.005319148936170213,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('t', 'u')",0.0,0.0,0.006779661016949152,0.003389830508474576,0.34576271186440677,0.04745762711864407,0.0,0.003389830508474576,0.4406779661016949,0.0,0.0847457627118644,0.0,0.003389830508474576,0.05084745762711865,0.0,0.006779661016949152,0.0,0.0,0.0,0.0,0.006779661016949152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('k', 'a')",0.0,0.0,0.0,0.0,0.06201550387596899,0.0,0.031007751937984496,0.0,0.3953488372093023,0.0,0.031007751937984496,0.07751937984496124,0.0,0.21705426356589147,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.10852713178294573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
