,w,i,e,d,r,a,u,f,n,h,m, ,s,t,z,g,p,o,c,k,l,ã,¤,",",1,7,.,b,¼,j,ÿ,¶,"""",-,v,(,),x,?,4,3,6,q,!,y,9,8,­,¡,0,„,:,³,;,5,2,/,–,%,œ,â,º,©
l,0.01228752693320565,0.07586784773761072,0.1353243954991621,0.04242877663394781,0.06383768254728274,0.04209959300933684,0.033522863299018435,0.013813741920038305,0.08468398372037347,0.03459420636820685,0.02122336605219057,0.12862700502753172,0.04810270529087862,0.04944936557337802,0.009797701699784535,0.02647234857553268,0.008008139813263107,0.023156571702178597,0.023156571702178597,0.011509456547761551,0.027902801053387598,0.018571941584869522,0.005853483361264065,0.010581757242039741,0.0007840555422552071,0.00011371797941106056,0.005745750538664113,0.01510653579123773,0.005344745032319847,0.0010773282259995212,0.003764663634187216,0.00204692362939909,9.576250897773521e-05,0.0016638735934881494,0.007170217859707924,0.00023940627244433804,0.00027531721331098874,0.00029925784055542256,0.00013765860665549437,0.00014364376346660284,0.00011371797941106056,0.00016758439071103663,0.00014364376346660284,0.0003411539382331817,0.0002872875269332057,0.0009336844625329184,0.00013167344984438593,1.1970313622216901e-05,1.7955470433325355e-05,0.0009217141489107015,0.00029925784055542256,0.00022743595882212113,2.9925784055542255e-05,0.00011371797941106056,0.0002872875269332057,0.0005506344266219775,0.0002334211156332296,7.780703854440986e-05,8.977735216662677e-05,7.780703854440986e-05,2.9925784055542255e-05,1.7955470433325355e-05,1.1970313622216901e-05
ã,0.012332129267248398,0.07104994964631815,0.13108842347747954,0.04242976113660622,0.06427783171618615,0.040138216333890135,0.032708786868242204,0.013731177673117165,0.08505852484818516,0.03483751138234425,0.02135960971373781,0.12812750637712797,0.04749528122682072,0.04817068390551599,0.009817460365320484,0.026208036085800263,0.007827434615593359,0.02282499231126415,0.023229027842269354,0.011536118967357548,0.025219053591996478,0.017662986124093182,0.011795425352928051,0.01057728837885266,0.0007899799188310709,0.00011457724013580418,0.005734892387849988,0.014762372834339402,0.010770260572765594,0.0010854685907602502,0.007586219373202193,0.00412478064488895,9.648609695646668e-05,0.0015739294566023626,0.007188214223256767,0.0002412152423911667,0.00027136714769006255,0.00030151905298895837,0.00013869876437492084,0.00014472914543470003,0.00011457724013580418,0.00016885066967381668,0.00014472914543470003,0.00034373172040741255,0.00019297219391293337,0.0009407394453255501,0.00013266838331514168,1.8091143179337503e-05,3.6182286358675006e-05,0.0009286786832059918,0.0006030381059779167,0.00022312409921182918,6.030381059779168e-05,0.00011457724013580418,0.00028945829086940005,0.0005547950574996834,0.00023518486133138752,0.00015678990755425834,9.045571589668751e-05,0.00015678990755425834,2.412152423911667e-05,1.8091143179337503e-05,2.412152423911667e-05
¤,0.01247894749688789,0.0724450194049159,0.13264907613073298,0.043032536796114136,0.06549464229051234,0.04061607556933291,0.033421611462325175,0.014199760794747248,0.08705972808709024,0.03577094876614025,0.02176035539066123,0.12965290829651688,0.04900046376528595,0.04955576167346042,0.009946544948619688,0.0267702409138617,0.007920622910005125,0.02309673167516903,0.023774073079645585,0.011673460421294149,0.025708462496033587,0.017964802655666478,0.005967926969171813,0.010703214625692598,0.0007993849007786375,0.00011594132148697796,0.005803168249164002,0.014950328297005053,0.005449242109887964,0.0010983914667187385,0.003838267958700481,0.002086943786765603,9.763479704166565e-05,0.0015926676267421708,0.007285996729234299,0.0002440869926041641,0.00027459786667968463,0.0003051087407552052,0.00014035002074739436,0.00014645219556249847,0.00011594132148697796,0.00017086089482291488,0.00014645219556249847,0.0003478239644609339,0.0001952695940833313,0.0009519392711562401,0.00013424784593229027,1.2204349630208207e-05,1.830652444531231e-05,0.0009397349215260319,0.0003051087407552052,0.00022578046815885182,3.0510874075520514e-05,0.00011594132148697796,0.00029290439112499695,0.0005614000829895774,0.00023798481778906003,7.932827259635334e-05,9.153262222656155e-05,7.932827259635334e-05,2.4408699260416413e-05,1.830652444531231e-05,1.2204349630208207e-05
",",0.012420134586886282,0.07155698078371353,0.1320239049631951,0.0427325510774239,0.06473653523795642,0.040424653207978035,0.03294220537861672,0.01382916697033744,0.08566552486456283,0.03508612103102301,0.021512037509413794,0.13966426159415007,0.04783422005198844,0.04851444258193038,0.009887520345941744,0.026395063527925564,0.00788329324879139,0.022987877462769965,0.023394796297645945,0.01161844374802614,0.025399023394796296,0.017789033841070865,0.005939800306100139,0.010652770692126425,0.0008016908388601414,0.00012146830891820324,0.005775818089060564,0.014867721011588076,0.0054235599931977746,0.0010932147802638291,0.003820178315477492,0.0020771080825012756,9.717464713456259e-05,0.0015851614313825524,0.007239511211524913,0.00024293661783640649,0.0002733036950659573,0.0003036707722955081,0.00013968855525593372,0.00014576197070184389,0.00011539489347229307,0.0001761290479313947,0.00014576197070184389,0.00034618468041687923,0.00019434929426912517,0.0009474528095619853,0.00013361513981002357,1.2146830891820323e-05,1.8220246337730486e-05,0.000935305978670165,0.0003036707722955081,0.000224716371498676,3.036707722955081e-05,0.00011539489347229307,0.0003036707722955081,0.0005587542210237349,0.00023686320239049632,7.89544007968321e-05,9.110123168865243e-05,7.89544007968321e-05,2.4293661783640647e-05,1.8220246337730486e-05,1.2146830891820323e-05
1,0.012543780554379895,0.07226935085168897,0.13333824043575068,0.04315796576069288,0.065381005833318,0.04082709211244625,0.03327015438970981,0.01396684025541468,0.08651834949610192,0.03543541333137049,0.021726195952867282,0.1303939789853339,0.04831042329892228,0.048997417637352866,0.009985953419330304,0.026657833882315417,0.007961773672168755,0.023216728312140784,0.023627698139594797,0.011734108655515276,0.025651877886756345,0.017966128725564162,0.005998932705224224,0.010777223684129818,0.0008280735329297241,0.00012881143845573488,0.0058639873887467876,0.015015733397125666,0.005477553073379582,0.001104098043906299,0.0038582092756503446,0.0020977862834219677,9.814204834722657e-05,0.0016684148219028516,0.007311582601868379,0.0002453551208680664,0.00027602451097657473,0.00030669390108508304,0.00014107919449913819,0.00015948082856424316,0.0001226775604340332,0.00019015021867275147,0.00014721307252083985,0.00034963104723699463,0.00019628409669445314,0.0012758466285139453,0.00015334695054254152,1.2267756043403321e-05,1.840163406510498e-05,0.0010427592636892823,0.00030669390108508304,0.00022695348680296145,3.06693901085083e-05,0.00011654368241233154,0.00033736329119359135,0.0006256555582135694,0.0002453551208680664,7.974041428212158e-05,9.20081703255249e-05,7.974041428212158e-05,2.4535512086806642e-05,1.840163406510498e-05,1.2267756043403321e-05
7,0.012552403984851182,0.07231903361834553,0.13342990602576774,0.04318763542171781,0.0654259530926791,0.04085515937563299,0.03329302651043169,0.013976441991934544,0.0865778279737535,0.035459773995347325,0.021741131987453734,0.13047134430415488,0.04834363510253688,0.049031101726646084,0.009992818429016002,0.026676160253380557,0.007967247125837082,0.023232689037976394,0.023643941393470296,0.011742175463579614,0.025669512696649213,0.01797847983942744,0.006003056771239343,0.010766218381138863,0.0008040904264134498,0.00011662380230424081,0.0058434663049282765,0.01502605621267271,0.005481318708299318,0.0011048570744612287,0.0038608616657561825,0.0020992284414763345,9.820951772988699e-05,0.0016020427579687816,0.0073166090708765815,0.0002577999840409534,0.0002823523634734251,0.0003069047429058969,0.00014117618173671256,0.00015345237145294844,0.00012276189716235874,0.00017186665602730224,0.0001473142765948305,0.00034987140691272246,0.00019641903545977398,0.0009575427978663982,0.00014117618173671256,1.2276189716235874e-05,1.841428457435381e-05,0.0009452666081501623,0.0003069047429058969,0.0002271095097503637,3.0690474290589685e-05,0.00011662380230424081,0.000294628553189661,0.0005647047269468502,0.0002577999840409534,7.979523315553319e-05,9.207142287176906e-05,7.979523315553319e-05,2.4552379432471748e-05,1.841428457435381e-05,1.2276189716235874e-05
.,0.013091401787022118,0.07274425076900543,0.13298300864215615,0.044431424246862944,0.06506640300766564,0.040922074117474734,0.03328084566183292,0.014110639128948782,0.0861835359601582,0.035636687661735264,0.021757970802206924,0.12990088374591086,0.04830086421561447,0.04875860553683902,0.010125238025487036,0.02658561593672184,0.007934182901225526,0.02311288511303159,0.023509594258092868,0.011699868170499486,0.025584688247644156,0.017888530833455398,0.005968946828768126,0.01071114691665446,0.0008056247253552072,0.00011596113471021923,0.005816366388359943,0.015026121771397881,0.005450173331380303,0.0011596113471021923,0.003838923880669889,0.002087300424783946,9.765148186123725e-05,0.0015929397978614326,0.0073909965333723935,0.0002807480103510571,0.00031736731604902103,0.00030516088081636636,0.00014037400517552854,0.00014647722279185587,0.00011596113471021923,0.00017089009325716519,0.00014647722279185587,0.0003478834041306577,0.0001953029637224745,0.0009521019481470632,0.0001342707875592012,1.2206435232654656e-05,1.8309652848981984e-05,0.0009643083833797178,0.00030516088081636636,0.00022581905180411112,3.051608808163664e-05,0.00011596113471021923,0.00029295444558371175,0.0005675992383184415,0.0002380254870367658,7.934182901225526e-05,9.154826424490991e-05,7.934182901225526e-05,2.4412870465309312e-05,1.8309652848981984e-05,1.2206435232654656e-05
b,0.01243453122543031,0.07214568238723647,0.14131578629056646,0.0425531914893617,0.06490026973739915,0.04082348529749737,0.032943040654143434,0.013783218221184668,0.08539063539486894,0.03496304718590108,0.021421745914627508,0.12893568637886613,0.04834105451598466,0.048552731847156874,0.009997217955076023,0.026495953939012738,0.00785020502461505,0.023006301936545185,0.023302650200186275,0.011569678129498143,0.025800442708018338,0.01796838145464662,0.005914869425326285,0.010632249948592649,0.0007922780109588378,0.00011491055120777037,0.005781815102875183,0.014835556953297933,0.005400795906765207,0.00108862627459993,0.003804144037351977,0.0020683899217398666,9.676677996443821e-05,0.0015785080981698984,0.007215173031098424,0.0002419169499110955,0.0002842524161455372,0.0003023961873888694,0.00013910224619887994,0.0001451501699466573,0.00011491055120777037,0.00016934186493776685,0.0001451501699466573,0.0003507795773710885,0.00019353355992887642,0.0009434761046532725,0.00013305432245110254,1.2095847495554776e-05,1.8143771243332164e-05,0.0009313802571577177,0.0003023961873888694,0.00022377317866776336,3.023961873888694e-05,0.00011491055120777037,0.0002903003398933146,0.0005564089847955198,0.00023586902616331814,7.862300872110604e-05,9.071885621666083e-05,7.862300872110604e-05,2.4191694991109553e-05,1.8143771243332164e-05,1.2095847495554776e-05
¼,0.01248542349701754,0.07193313429919837,0.1327179149037493,0.04297549926430634,0.0673113907357547,0.04063715344554951,0.03311537263952232,0.014054496278794317,0.0866225861005794,0.035679616096122496,0.02162511981732818,0.1297201921961524,0.04842756928036339,0.04899536604575343,0.009939496065107363,0.026680342631768533,0.007936944032333889,0.023108717817218283,0.023908517562015008,0.011679518410657484,0.025575275808805125,0.01793749351307459,0.005971024048940418,0.010708769102087417,0.0007997997447967227,0.00011600148970334145,0.005806179826730406,0.01586167738154111,0.005452070016057048,0.001098961481400077,0.0038402598433369354,0.002088026814660146,9.768546501334017e-05,0.0015934941480301116,0.007277567143493843,0.0002442136625333504,0.00027474037035001925,0.00030526707816668804,0.0001404228559566765,0.00014652819752001027,0.00011600148970334145,0.0001709495637733453,0.00014652819752001027,0.0003480044691100244,0.00019537093002668034,0.0009524332838800666,0.00013431751439334274,1.2210683126667521e-05,1.8316024690001283e-05,0.0009402226007533992,0.00030526707816668804,0.00022589763784334915,3.05267078166688e-05,0.00011600148970334145,0.00029305639504002053,0.000561691423826706,0.00023810832097001666,7.936944032333889e-05,9.158012345000642e-05,7.936944032333889e-05,2.4421366253335042e-05,1.8316024690001283e-05,1.2210683126667521e-05
j,0.012540011528225757,0.07225376813549345,0.13380713523589938,0.04314499809906916,0.06536136082120213,0.04124406725615963,0.033352138240596525,0.01396264364291934,0.08649235335238352,0.035424766062865626,0.02171966788898564,0.1302873471590282,0.048295907479856265,0.048982695397294544,0.009982952942763586,0.026649824010596155,0.007959381400311508,0.02321588442340475,0.023620598731895166,0.011730582911244927,0.025644170274347244,0.018015918762800624,0.005997130207630704,0.010755589349881653,0.0008032965820037037,0.00011650866456542269,0.005831565263248261,0.015011221624008144,0.005475907234574866,0.0011037662958829518,0.0038570500006132034,0.0020971559621776083,9.811255963404016e-05,0.0016065931640074074,0.007309385692735992,0.0002452813990851004,0.00027594157397073794,0.0003066017488563755,0.0001410368044739327,0.00014716883945106022,0.00011650866456542269,0.00017169697935957027,0.00014716883945106022,0.00034952599369626806,0.00019622511926808032,0.0009565974564318915,0.0001349047694968052,1.226406995425502e-05,1.8396104931382527e-05,0.0009443333864776365,0.0003066017488563755,0.00022688529415371784,3.066017488563755e-05,0.00011650866456542269,0.00029433767890212043,0.0005641472178957308,0.00023914936410797288,7.971645470265763e-05,9.198052465691264e-05,7.971645470265763e-05,2.452813990851004e-05,1.8396104931382527e-05,1.226406995425502e-05
ÿ,0.01250558011826793,0.07207372482831581,0.13378830407211043,0.0430265338445639,0.06518189656753931,0.040708873763965585,0.03319329529680114,0.014016034049423032,0.08640774917903465,0.03532749943434418,0.021660031676726168,0.1320882789997982,0.048169415448213446,0.04905611917298061,0.009961657707901448,0.026601111743014914,0.007937527136191577,0.023146024815473898,0.023561858286399187,0.01169837396882472,0.025677716829636696,0.01791141524029671,0.005980663743601974,0.01082390064026124,0.0008010909513413687,0.00011618876393500768,0.0058522445834632815,0.014994465745717833,0.005460871904945361,0.0011007356583316516,0.0038464596060589383,0.002091397750830138,9.784316962948015e-05,0.0015960667045808949,0.007307661731701798,0.00024460792407370036,0.0002751839145829129,0.00030575990509212544,0.0001406495563423777,0.00014676475444422022,0.00011618876393500768,0.00017122554685159027,0.00014676475444422022,0.00034856629180502304,0.0001956863392589603,0.0009539709038874314,0.0001345343582405352,1.2230396203685018e-05,1.8345594305527528e-05,0.0009417405076837464,0.00030575990509212544,0.00022626232976817283,3.0575990509212544e-05,0.00011618876393500768,0.00029352950888844045,0.0005625982253695108,0.00023849272597185786,7.949757532395262e-05,9.172797152763763e-05,7.949757532395262e-05,2.4460792407370036e-05,1.8345594305527528e-05,1.2230396203685018e-05
¶,0.012527566772849792,0.0721759372702769,0.13316589071306054,0.04310218083802989,0.06574981622151434,0.04077432001960304,0.033227150208282284,0.01399166870864984,0.08679857877971085,0.03547537368292085,0.02169811320754717,0.13015804949767215,0.04830923793187944,0.04899534427836315,0.009973045822102426,0.02691129625091889,0.007957608429306543,0.023186718941435924,0.02415461896593972,0.011749571183533447,0.025686106346483707,0.017991913746630728,0.005991178632688067,0.010744915461896595,0.0008024993874050477,0.0001163930409213428,0.005825777995589317,0.014996324430286695,0.005470472923303112,0.0011026709139916686,0.0038532222494486647,0.0020950747365841705,9.8015192354815e-05,0.0015988728252879197,0.007302131830433717,0.0002450379808870375,0.00027566772849791716,0.0003062974761087969,0.00014089683901004655,0.0001470227885322225,0.0001163930409213428,0.00017152658662092623,0.0001470227885322225,0.0003491791227640284,0.00019603038470963,0.0009556481254594462,0.00013477088948787063,1.2251899044351874e-05,1.8377848566527812e-05,0.0009433962264150943,0.0003062974761087969,0.00022666013232050967,3.0629747610879685e-05,0.0001163930409213428,0.000294045577064445,0.0005635873560401862,0.00023891203136486156,7.963734378828718e-05,9.188924283263906e-05,7.963734378828718e-05,2.450379808870375e-05,1.8377848566527812e-05,1.2251899044351874e-05
"""",0.012552635132646673,0.07232036534613354,0.13343236308727305,0.04319456891365997,0.06542715788698332,0.040868188123795376,0.0332936395889856,0.013976699362854022,0.0865794222718735,0.035460426973740744,0.02174767055010619,0.13046147046908185,0.04835066354027278,0.04903200461593233,0.00999300244300674,0.026682789692721313,0.007967393839694564,0.023233116859201788,0.023650514995641872,0.011742391691321801,0.025676123598954048,0.017978810906367777,0.006003167315270634,0.010766416636998661,0.000804105233436046,0.0001166259498876708,0.005843573910161189,0.015026332911843058,0.005481419644720527,0.0011048774199884602,0.003860932762070786,0.002099267097978074,9.821132622119646e-05,0.0016020722589832673,0.007316743803479136,0.00024552831555299114,0.00027621935499711506,0.0003069103944412389,0.0001411787814429699,0.0001473169893317947,0.0001166259498876708,0.0001718698208870938,0.0001473169893317947,0.0003498778496630124,0.00019642265244239292,0.0009575604306566655,0.00013504057355414513,1.2276415777649557e-05,1.8414623666474337e-05,0.0009452840148790159,0.0003069103944412389,0.0002271136918865168,3.069103944412389e-05,0.0001166259498876708,0.0002946339786635894,0.0005647151257718796,0.00023939010766416637,7.979670255472213e-05,9.207311833237168e-05,7.979670255472213e-05,2.4552831555299114e-05,1.8414623666474337e-05,1.2276415777649557e-05
-,0.01254604404292745,0.0722240268694954,0.13323812967718607,0.043129707831011464,0.06539633118614357,0.040806820340894466,0.03324364576885124,0.01400474383883206,0.08644941437493488,0.03541330849049087,0.02173953015156994,0.13102556402037277,0.04830870500554674,0.04897676499610809,0.009977996923246649,0.02666110971506322,0.007961558970084397,0.02319822994747455,0.023608872326993914,0.011755404237584198,0.025649826243112548,0.017976329837765617,0.005994152942834903,0.010860571589676328,0.000858058703473299,0.00011645082404280487,0.005828670192879339,0.015065059236695494,0.005473188730011829,0.0011032183330370988,0.0038551351748907507,0.0020961148327704876,9.80638518255199e-05,0.0015996665829037932,0.007318014942479422,0.00024515962956379975,0.0002758045832592747,0.0003064495369547497,0.00014096678699918483,0.00015322476847737484,0.00011645082404280487,0.0001716117406946598,0.00014709577773827984,0.00034935247212841464,0.0001961277036510398,0.000956122555298819,0.00013483779626008986,1.2257981478189987e-05,1.838697221728498e-05,0.0010419284256461489,0.0003064495369547497,0.00022677265734651476,3.064495369547497e-05,0.00011645082404280487,0.0002941915554765597,0.0006558020090831643,0.00023903063882470474,7.967687960823491e-05,9.193486108642489e-05,7.967687960823491e-05,2.4515962956379974e-05,1.838697221728498e-05,1.2257981478189987e-05
v,0.012462672923395698,0.07231397403863733,0.13559631909318057,0.04287890791638735,0.06495825461636906,0.04075812054360412,0.03305503077579377,0.01387653117191785,0.0859589249801938,0.03520628923151929,0.021591809372905113,0.12953257358766532,0.04800414406728015,0.04868060210859894,0.009921384606008898,0.026491559510024985,0.00794685843134865,0.026320921445548175,0.023474922298738498,0.011658236333719301,0.02548601377292949,0.01791090255347675,0.0059601438235114875,0.010701444329331464,0.0007983423730879395,0.00011579011518069352,0.005795599975623134,0.014918642208544091,0.005442135413492596,0.0010969589859223597,0.0038332622341398013,0.0020842220732524832,9.750746541532087e-05,0.0015905905295874215,0.0072704003900298615,0.00024376866353830216,0.0002742397464805899,0.0003047108294228777,0.00014016698153452374,0.00014626119812298128,0.00011579011518069352,0.0001706380644768115,0.00014626119812298128,0.0003473703455420806,0.00019501493083064173,0.0009506977877993784,0.00013407276494606618,1.2188433176915108e-05,1.828264976537266e-05,0.0009385093546224633,0.0003047108294228777,0.0002254860137729295,3.047108294228777e-05,0.00011579011518069352,0.00029252239624596256,0.000560667926138095,0.0002376744469498446,7.92248156499482e-05,9.14132488268633e-05,7.92248156499482e-05,2.4376866353830217e-05,1.828264976537266e-05,1.2188433176915108e-05
(,0.012550786188611619,0.07231585020068983,0.1334127091286256,0.0432188930758939,0.06541752077477322,0.04087444303968381,0.033288735592679426,0.013974640660864868,0.08656666953074175,0.03545520381985786,0.021738329916900907,0.13039929298260688,0.04835581632277308,0.049024782432581716,0.009991530520811597,0.026672722139709584,0.007966220280106543,0.02322969473051099,0.02370226712000884,0.01177134861112816,0.025666204323116767,0.017976162712197277,0.006002283076998613,0.010764830794535345,0.0008408106150805828,0.00011660877143453338,0.005836575875486381,0.015048668818814519,0.005480612257423069,0.001104714676748211,0.003860364064859026,0.002098957885821601,9.819686015539653e-05,0.0016018362812849059,0.007315666081577041,0.0002454921503884913,0.00027617866918705275,0.0003068651879856142,0.00014115798647338252,0.0001472952902330948,0.00011660877143453338,0.00017184450527194393,0.0001472952902330948,0.00034982631430360015,0.00019639372031079306,0.0009635566902748285,0.00013502068271367023,1.2274607519424566e-05,1.841191127913685e-05,0.0009451447789956916,0.0003068651879856142,0.00022708023910935447,3.068651879856141e-05,0.00011660877143453338,0.0002945905804661896,0.0005646319458935301,0.00023935484662877905,7.978494887625968e-05,9.205955639568425e-05,7.978494887625968e-05,2.4549215038849132e-05,1.841191127913685e-05,1.2274607519424566e-05
),0.012550401060493547,0.07230749403165525,0.13340861528264486,0.04318688130205041,0.06542778763125756,0.040848640322075816,0.03328771410861467,0.013998760302682533,0.08656401318252395,0.03545411585646514,0.021737662863700803,0.1305303081445659,0.048342058265773924,0.049023278078837385,0.009991223924930804,0.026678040787269167,0.007965975832039425,0.02322898191392082,0.0236401686479321,0.011740301823336996,0.02566541674082348,0.017975611103269243,0.0060020988934780875,0.010770637584922334,0.0008039621217235474,0.00011660519322707941,0.005854808123085987,0.015023658579994232,0.005480444081672732,0.0011046807779407522,0.0038602456073596287,0.002098893478087429,9.819384692806688e-05,0.0016017871280140908,0.007315441596140982,0.0002454846173201672,0.0003191300025162173,0.000306855771650209,0.00014115365495909614,0.0001472907703921003,0.0001227423086600836,0.000171839232124117,0.0001472907703921003,0.00034981557968123824,0.00019638769385613375,0.0009573900075486519,0.00013501653952609194,1.227423086600836e-05,1.8411346299012538e-05,0.0009512528921156478,0.000306855771650209,0.00022707327102115463,3.06855771650209e-05,0.0001227423086600836,0.0002945815407842006,0.0005646146198363845,0.00023934750188716298,7.978250062905433e-05,9.205673149506268e-05,7.978250062905433e-05,2.454846173201672e-05,1.8411346299012538e-05,1.227423086600836e-05
x,0.012550015956010506,0.07242187691778973,0.133422932469254,0.04317941920121757,0.06541350614920097,0.040878071532022484,0.03328669268723765,0.01397378304735253,0.0865613569973243,0.03545302795983995,0.02173699585143727,0.13040970125438792,0.04833443798021455,0.04905245845300341,0.00999705427498343,0.026671085254191523,0.008008689888798881,0.02322826914107568,0.02363944325797187,0.011739941576453838,0.025664629206863538,0.017975059528193043,0.00600191472126077,0.01077644401895083,0.0008039374524388148,0.00011660161523921742,0.005842354616196578,0.015023197584505486,0.005480275916243219,0.0011046468812136387,0.003860127157129882,0.0020988290743059134,9.819083388565677e-05,0.0016078749048776297,0.007321354051599283,0.0002454770847141419,0.00027616172030340967,0.000312983283010531,0.00014114932371063162,0.00014728625082848515,0.00011660161523921742,0.00017183395929989934,0.00014728625082848515,0.0003559417728355058,0.00019638166777131353,0.0009573606303851536,0.00013501239659277807,1.2273854235707096e-05,1.8410781353560644e-05,0.0009450867761494464,0.0003068463558926774,0.00022706630336058128,3.068463558926774e-05,0.00011660161523921742,0.0002945725016569703,0.0005645972948425265,0.0002393401575962884,7.978005253209613e-05,9.205390676780323e-05,7.978005253209613e-05,2.4547708471414192e-05,1.8410781353560644e-05,1.2273854235707096e-05
?,0.012613475242602243,0.07232339600174317,0.13344504391699044,0.043204988921010795,0.0654243467692931,0.0408541563088859,0.03329220910748154,0.013988374733766672,0.08657570233426017,0.035471179283210884,0.021746736148194525,0.13041289950344032,0.04834244818040646,0.04902989792598867,0.00999257308757005,0.026675505306252723,0.00796705151576531,0.023232118634184666,0.023643360892702598,0.011741887172310506,0.02566888246450734,0.01797803843580631,0.00600290938553041,0.01076595405135004,0.0008040706845649119,0.00011662093898269713,0.005837184893291841,0.015025687296296978,0.005481184132186765,0.0011109678924141149,0.0038607668747429737,0.0020991769016885484,9.820710651174496e-05,0.0016020034249728395,0.0073164294351249996,0.0002455177662793624,0.00027620748706428267,0.000306897207849203,0.00014117271561063337,0.00014731065976761744,0.00011662093898269713,0.00017186243639555367,0.00014731065976761744,0.0003498628169480914,0.00019641421302348991,0.0009575192884895133,0.0001350347714536493,1.227588831396812e-05,1.841383247095218e-05,0.0009452434001755452,0.000306897207849203,0.00022710393380841022,3.06897207849203e-05,0.00011662093898269713,0.00029462131953523487,0.0005646908624425335,0.00023937982212237833,7.979327404079277e-05,9.206916235476089e-05,7.979327404079277e-05,2.455177662793624e-05,1.841383247095218e-05,1.227588831396812e-05
4,0.012552018757442211,0.07231681418101914,0.1334258111243417,0.043186310013380635,0.06542394520077092,0.04085390554989504,0.03329200476301543,0.013976013061464995,0.08657517094069554,0.03545868575146389,0.021740464762278883,0.130455064386639,0.048342151458980374,0.049029596985060334,0.009992511754090916,0.026675341574495772,0.007967002614748161,0.02323197603761309,0.023643215771964498,0.01174181510170511,0.025668724911307252,0.017977928088287645,0.006002872540233977,0.010765887970930876,0.0008040657492542443,0.00011662022317427972,0.0058371490651968425,0.015025595070033513,0.0054811504891911465,0.0011109610733970857,0.0038607431777169443,0.002099164017137035,9.820650372570923e-05,0.001601993592025632,0.007316384527565338,0.0002516541657971299,0.00027620579172855724,0.0003068953241428414,0.00014117184910570702,0.0001534476620714207,0.00012889603613999338,0.00017186138151999115,0.00014730975558856387,0.00034986066952283915,0.00019641300745141846,0.0009636513178085218,0.00014117184910570702,1.2275812965713654e-05,1.8413719448570483e-05,0.0009636513178085218,0.0003068953241428414,0.0002271025398657026,3.068953241428414e-05,0.00011662022317427972,0.00029461951117712773,0.000570825302905685,0.00027620579172855724,7.979278427713875e-05,9.206859724285241e-05,7.979278427713875e-05,2.4551625931427308e-05,1.8413719448570483e-05,1.2275812965713654e-05
3,0.012552403984851182,0.07231903361834553,0.13342990602576774,0.04318763542171781,0.0654259530926791,0.04085515937563299,0.03329302651043169,0.013976441991934544,0.0865778279737535,0.035459773995347325,0.021741131987453734,0.13045906811443864,0.04834363510253688,0.049031101726646084,0.009992818429016002,0.026676160253380557,0.007967247125837082,0.023232689037976394,0.023643941393470296,0.011742175463579614,0.025669512696649213,0.01797847983942744,0.006003056771239343,0.010778494570855097,0.0008040904264134498,0.00012276189716235874,0.0058496043997863945,0.01502605621267271,0.005481318708299318,0.0011048570744612287,0.0038608616657561825,0.0020992284414763345,9.820951772988699e-05,0.0016020427579687816,0.0073166090708765815,0.0002577999840409534,0.0002762142686153072,0.0003069047429058969,0.00014117618173671256,0.00015959046631106637,0.00011662380230424081,0.00017186665602730224,0.0001473142765948305,0.00034987140691272246,0.00019641903545977398,0.0009575427978663982,0.00013503808687859463,1.2276189716235874e-05,1.841428457435381e-05,0.0009452666081501623,0.0003069047429058969,0.0002271095097503637,3.0690474290589685e-05,0.00011662380230424081,0.0003069047429058969,0.0005647047269468502,0.0002455237943247175,7.979523315553319e-05,9.207142287176906e-05,7.979523315553319e-05,2.4552379432471748e-05,1.841428457435381e-05,1.2276189716235874e-05
6,0.012551710592538944,0.07231503872923904,0.13342253538416213,0.043185249745283136,0.06542233897597682,0.04085290254471355,0.033291187410235325,0.013975669936044585,0.08657304543166837,0.03545781520444864,0.02173993101162491,0.13052551465082307,0.04834096460970011,0.04902839325828904,0.009992266427703374,0.02667468666756687,0.00796680701668242,0.023231405668831247,0.023642635306826414,0.011741526828130563,0.025668094717847367,0.017977486711758712,0.006002725163571192,0.01076562365736592,0.0008040460086174091,0.00011661736002847918,0.0058431435130059045,0.015025226176300897,0.005481015921338522,0.001104796042375066,0.0038606483925217585,0.0020991124805126255,9.820409265556142e-05,0.0016019542614438456,0.007316204902839326,0.0002516479874298761,0.0002761990105937665,0.00030688778954862943,0.00014116838319236955,0.00015344389477431471,0.00011661736002847918,0.00018413267372917766,0.00014730613898334213,0.0003498520800854376,0.00019640818531112283,0.0009636276591826965,0.00013503062740139696,1.2275511581945177e-05,1.8413267372917766e-05,0.0009452143918097786,0.00030688778954862943,0.00022709696426598578,3.068877895486294e-05,0.00011661736002847918,0.00029461227796668426,0.0005646735327694782,0.00025778574322084876,7.979082528264365e-05,9.206633686458883e-05,7.979082528264365e-05,2.4551023163890354e-05,1.8413267372917766e-05,1.2275511581945177e-05
