,r,e,a,n,u,d,c,i,ã,³, ,l,p,­,o,s,m,t,",",v,1,7,b,y,±,q,h,.,g,"""",f,2,0,¡,x,z,(,),k,â,¿,©,?,4,3,j,6,-,º,9,8,:,;,5,¤,/,w,%,!,[,],‰,¼,š
1,0.05560582672415323,0.11215202001383935,0.0874600048496892,0.056528450524298716,0.029748703299562935,0.03996262190758385,0.03550327354021398,0.05102227899907146,0.018162677501582063,0.007079363389577899,0.154509915248724,0.04084384592182538,0.024626958357729635,0.004045350508330228,0.07019629412773608,0.06507454918590277,0.023757562853746386,0.03790446112264391,0.01008971925030902,0.005790055771425868,0.000816167207821011,0.00012419935771189298,0.00913752417451784,0.006689022551054807,0.001780190793870466,0.00771218868839564,0.005470685994452429,0.006097597038141032,0.008339099732084243,7.097106154965313e-05,0.006079854272753618,0.0006032540231720516,0.0010468231578573837,0.0026022722568206148,0.0014903922925427156,0.0020108467439068386,0.00026614148081119924,0.000295712756456888,0.00020108467439068387,0.00014194212309930627,0.00013011361284103075,0.0019576184477445987,0.00013011361284103075,0.00015377063335758178,0.00011828510258275522,0.0022119314182975224,0.00018925616413240835,0.0008220814629501487,0.0006505680642051537,0.0012656505976354807,0.0001951704192615461,0.00021291318464895938,0.0001655991436158573,0.00030754126671516356,2.3657020516551044e-05,0.00021882743977809716,5.914255129137761e-05,9.462808206620418e-05,5.914255129137761e-06,5.914255129137761e-06,5.914255129137761e-06,1.7742765387413283e-05,1.1828510258275522e-05,5.914255129137761e-06
7,0.05564367217461295,0.11222835093035367,0.08751953032526869,0.056566923914587376,0.029768950333791015,0.039989820557738746,0.035527437147862315,0.05105700487666304,0.018175039060650537,0.007084181620188438,0.15452038255764405,0.040871644335022016,0.02464371952085602,0.004048103782964821,0.07024406988305477,0.06511292078973534,0.02377373230434165,0.037930258983949625,0.010090668055489797,0.0057939964963780125,0.0007930495715165001,0.00011244732730457838,0.009143743193977557,0.00669357511481464,0.0017814023957198996,0.0077174376213247475,0.005474409355617632,0.00610174707636949,0.008344775342076607,7.101936461341793e-05,0.0060839922352161355,0.0005444817953695375,0.0009410065811277875,0.002604043369158657,0.0014914066568817764,0.0020122153307135077,0.0002781591780692202,0.0002959140192225747,0.00020122153307135078,0.00014203872922683586,0.00013020216845793285,0.0019589508072534443,0.00013020216845793285,0.00014795700961128734,0.00011836560768902987,0.002213436863784859,0.00017163013114909333,0.0008226409734387577,0.0006510108422896643,0.000946924861512239,0.0001834666919179963,0.00021305809384025378,0.0001657118507646418,0.00026632261730031724,2.3673121537805975e-05,0.00023081293499360825,5.9182803844514935e-05,9.46924861512239e-05,5.918280384451494e-06,5.918280384451494e-06,5.918280384451494e-06,1.7754841153354482e-05,1.1836560768902987e-05,5.918280384451494e-06
b,0.05723955095193966,0.11203913334193578,0.08829636233533145,0.05606062383426983,0.029936537356153297,0.03963189320445294,0.03521531549497343,0.05220711579293113,0.018147266179454995,0.007020774924630779,0.1531373538071721,0.041831384095628,0.02442314685560782,0.004011871385503302,0.06993794503032365,0.06479993430853871,0.023566811735310333,0.03760249627552876,0.009988621300456321,0.005783194716529614,0.0007859514117798867,0.00011144087181953618,0.009061902471641231,0.006633664527783969,0.0017654580219831782,0.007648362992246061,0.005425410864898472,0.006041268314427487,0.008270085750818211,7.038370851760179e-05,0.0060295376963412205,0.0005396084319682804,0.0009325841378582237,0.0025807359789787325,0.0014780578788696377,0.0019942050746653843,0.00026393890694100674,0.0003049960702429411,0.00019942050746653842,0.00014076741703520357,0.00012903679894893662,0.0019414172932771827,0.00012903679894893662,0.00014076741703520357,0.00011144087181953618,0.0025807359789787325,0.000170093962250871,0.0008152779569955541,0.0006451839947446831,0.0009384494469013572,0.0001759592712940045,0.00021115112555280537,0.0001642286532077375,0.00026393890694100674,2.346123617253393e-05,0.00021115112555280537,5.865309043133483e-05,8.211432660386875e-05,5.8653090431334825e-06,5.8653090431334825e-06,5.8653090431334825e-06,1.7595927129400447e-05,1.1730618086266965e-05,5.8653090431334825e-06
y,0.05527986829727187,0.11179444967074317,0.0875293979303857,0.056214722483537156,0.029750705550329257,0.039728363123236125,0.03529515522107244,0.05072318908748824,0.01808560677328316,0.007037864534336783,0.15830197554092193,0.040604421448730006,0.024482596425211667,0.004021636876763876,0.07025517403574788,0.06468720602069614,0.0236241768579492,0.03768226716839135,0.010236359360301034,0.005756114769520226,0.0007878645343367827,0.00011171213546566321,0.009083960489181562,0.006649811853245532,0.001769755409219191,0.007666980244590781,0.005438617121354657,0.006073612417685795,0.00829021636876764,7.055503292568203e-05,0.006044214487300094,0.0005409219190968956,0.0009348541862652869,0.0025870178739416747,0.0014816556914393226,0.0019990592662276576,0.0002645813734713076,0.00029397930385700844,0.00019990592662276575,0.00014111006585136406,0.00012935089369708373,0.001946142991533396,0.00012935089369708373,0.00014111006585136406,0.00011171213546566321,0.0021989651928504233,0.0001705079962370649,0.0008172624647224835,0.0006467544684854187,0.0009407337723424271,0.0001763875823142051,0.0002116650987770461,0.00016462841015992474,0.0002645813734713076,2.3518344308560677e-05,0.0002116650987770461,5.8795860771401695e-05,8.231420507996237e-05,5.879586077140169e-06,5.879586077140169e-06,5.879586077140169e-06,1.7638758231420507e-05,1.1759172154280339e-05,5.879586077140169e-06
±,0.05555096011816839,0.11204726735598228,0.08771048744460856,0.056472673559822745,0.029719350073855243,0.039923190546528806,0.035468242245199406,0.050971935007385526,0.018144756277695715,0.007072378138847858,0.15423929098966027,0.04080354505169867,0.024602658788774004,0.004041358936484491,0.07156277695716395,0.06500443131462334,0.023734121122599705,0.037867060561299855,0.010056129985228951,0.005784342688330871,0.0007917282127031019,0.00011225997045790251,0.00912850812407681,0.006682422451994092,0.001778434268833087,0.007704579025110783,0.005465288035450517,0.006079763663220088,0.008330871491875924,7.090103397341211e-05,0.006073855243722304,0.0005435745937961595,0.0009394387001477104,0.002599704579025111,0.0014889217134416543,0.0020088626292466766,0.0002658788774002954,0.0002954209748892171,0.00020088626292466766,0.00014180206794682423,0.00012998522895125555,0.0019556868537666176,0.00012998522895125555,0.00014180206794682423,0.00011225997045790251,0.0022097488921713443,0.00017134416543574594,0.0008212703101920237,0.0006499261447562777,0.0009453471196454948,0.00017725258493353027,0.00021270310192023634,0.0001654357459379616,0.0002658788774002954,2.363367799113737e-05,0.00021270310192023634,5.9084194977843426e-05,8.27178729689808e-05,5.908419497784342e-06,5.908419497784342e-06,5.908419497784342e-06,1.772525849335303e-05,1.1816838995568685e-05,5.908419497784342e-06
q,0.05522369649874011,0.11138129724586351,0.08685896871127087,0.05613997991224824,0.03720345603308018,0.039687993750477234,0.035259290585187925,0.05067164748932471,0.018037861300535085,0.007030713115187398,0.1533306314719858,0.04056316188261,0.02445771880671706,0.0040175503515356556,0.06971389637774371,0.06462147509882352,0.0235942978978344,0.03764397690495909,0.009996886985838723,0.005750265780926034,0.0007870639577569852,0.00011159862087599044,0.009074729960705538,0.006643054747933957,0.0017679570991406906,0.007659189559067975,0.005433090753173219,0.00604394636217864,0.008281792391323501,7.048333950062554e-05,0.006038072750553588,0.0005403722695047958,0.0009339042483832884,0.0025843891150229364,0.0014801501295131363,0.0019970279525177237,0.00026431252312734575,0.0002936805812526064,0.00019970279525177237,0.00014096667900125108,0.00012921945575114683,0.0019441654478922544,0.00012921945575114683,0.00014096667900125108,0.00011159862087599044,0.002196730747769496,0.00017033473712651172,0.0008164320158822458,0.0006460972787557341,0.0009397778600083405,0.00017620834875156386,0.00021145001850187662,0.0001644611255014596,0.00026431252312734575,2.3494446500208513e-05,0.00021145001850187662,5.873611625052128e-05,8.22305627507298e-05,5.873611625052128e-06,5.873611625052128e-06,5.873611625052128e-06,1.7620834875156385e-05,1.1747223250104256e-05,5.873611625052128e-06
h,0.05541165805243887,0.11252457703945278,0.09011384908814768,0.05626523187774468,0.02973968941686191,0.039776540259250974,0.03533795636766074,0.05086711327218998,0.018119311960629644,0.007046399095800417,0.1537080424314492,0.04065954766473975,0.024512285576368368,0.004026513769028809,0.07088194779660219,0.06476564983458329,0.02364693831898937,0.03773384979455361,0.0100839445706818,0.005763094999823398,0.0007888199489033048,0.00011184760469524471,0.009094976276534373,0.00666964926945854,0.00177190152701414,0.007676277711715742,0.005451099049884032,0.006069204233726174,0.008300269611594475,7.064059243910193e-05,0.006051544085616398,0.0005415778753664481,0.0009359878498181004,0.0025901550561004036,0.0014834524412211405,0.0020014834524412213,0.0002649022216466322,0.00030022251786618315,0.00020014834524412212,0.00014128118487820386,0.0001295077528050202,0.0019485030081118947,0.0001295077528050202,0.00014128118487820386,0.00011184760469524471,0.002207518513721935,0.00017071476506116297,0.000818253529086264,0.0006475387640251009,0.0009418745658546923,0.0001766014810977548,0.00021192177731730577,0.00016482804902457116,0.0002649022216466322,2.3546864146367308e-05,0.00021192177731730577,5.886716036591827e-05,8.241402451228558e-05,1.1773432073183654e-05,5.886716036591827e-06,5.886716036591827e-06,1.7660148109775482e-05,1.1773432073183654e-05,5.886716036591827e-06
.,0.05536010542540799,0.11290872936497665,0.08729953288072574,0.056507312711056724,0.029627363541164152,0.039916930426290465,0.035592841426537555,0.05079480873995458,0.018084693313252305,0.0070420877995975946,0.15396110084834508,0.04113473508336373,0.025179729141418302,0.004024050171198626,0.0698678652531504,0.06561437362482203,0.023797197284354445,0.03791078845497653,0.01001306051371354,0.0057772182282413015,0.0008001035428114227,0.00011177917142218405,0.00910706091376531,0.006812646342467849,0.0017708173998988105,0.007759827742413724,0.005547776771111556,0.006106672628222476,0.008318723599524644,7.059737142453729e-05,0.006071373942510208,0.0005471296285401641,0.0009589476285166316,0.0025885702855663675,0.0014825447999152832,0.0020002588570285566,0.0003529868571226865,0.0002941557142689054,0.00020002588570285567,0.00019414277141747754,0.00012942851427831837,0.0019473108284601536,0.00012942851427831837,0.00014119474284907457,0.00011177917142218405,0.0022002847427314122,0.00017061031427596514,0.000817752885667557,0.0006471425713915919,0.0009412982856604972,0.00017649342856134324,0.00021179211427361188,0.000164727199990587,0.00026474014284201487,2.353245714151243e-05,0.00021179211427361188,6.471425713915919e-05,8.23635999952935e-05,5.8831142853781076e-06,5.8831142853781076e-06,5.8831142853781076e-06,1.7649342856134322e-05,1.1766228570756215e-05,5.8831142853781076e-06
g,0.057097071478466065,0.11177572068396739,0.08815501382374867,0.05624592771734983,0.03129861058118444,0.039663299268016365,0.035237351710211966,0.05225435697556337,0.018185126703021266,0.007026338496938817,0.1532469666997341,0.04067293186740941,0.02444250083646887,0.004015050569679325,0.07036904419490606,0.06458126661931568,0.02357961716140621,0.03762642419831062,0.010002406682359018,0.005746687876777863,0.0007865742344108618,0.00011152918249109234,0.009069083523617771,0.006638921336706602,0.0017668570489378314,0.0076544238930728635,0.005429710200224232,0.006046055682411848,0.008276639332233694,7.043948367858463e-05,0.006034315768465417,0.0005400360415358155,0.0009333231587412464,0.00258278106821477,0.0014792291572502773,0.0019957853708932314,0.00026414806379469237,0.0002934978486607693,0.00019957853708932314,0.00014087896735716926,0.0001291390534107385,0.0019429557581342929,0.0001291390534107385,0.00014087896735716926,0.00011152918249109234,0.0021953639079825547,0.0001702287522232462,0.0008159240192769387,0.0006456952670536925,0.0009391931157144618,0.0001760987091964616,0.0002113184510357539,0.0001643587952500308,0.00026414806379469237,2.3479827892861545e-05,0.0002113184510357539,5.8699569732153865e-05,8.21793976250154e-05,5.869956973215386e-06,5.869956973215386e-06,5.869956973215386e-06,1.7609870919646158e-05,1.1739913946430773e-05,5.869956973215386e-06
"""",0.055645977474091654,0.11223891904048863,0.08752907475689656,0.05656926746408934,0.02977018365184865,0.03999147732316925,0.03552890903818041,0.051059120151987734,0.01817579204668533,0.007084475115559212,0.15454453986422903,0.040873337634128586,0.02464474050224608,0.004048271494605264,0.07025289859790129,0.0651156183971449,0.023774717242440565,0.03793183042240517,0.010073330531897894,0.005800155065370115,0.0007930824273057096,0.00011245198596125734,0.009144122016323293,0.006693852427483265,0.0017814761986493924,0.007717757352288398,0.00547463615864016,0.006090162818638621,0.008351039589017584,7.102230692289937e-05,0.006084244293061713,0.0005445043530755619,0.0009410455667284166,0.0026041512538396436,0.0014914684453808868,0.0020122986961488153,0.0002663336509608726,0.00029592627884541406,0.00020122986961488155,0.00014204461384579873,0.00013020756269198217,0.001959031965956641,0.00013020756269198217,0.00014204461384579873,0.00011245198596125734,0.002213528565763697,0.00017163724173034013,0.0008226750551902511,0.0006510378134599109,0.0009469640923053249,0.00017755576730724842,0.0002130669207686981,0.00016571871615343186,0.0002663336509608726,2.3674102307633123e-05,0.0002130669207686981,5.91852557690828e-05,8.285935807671593e-05,5.918525576908281e-06,5.918525576908281e-06,5.918525576908281e-06,1.775557673072484e-05,1.1837051153816562e-05,5.918525576908281e-06
f,0.05568988745536161,0.11253875524335645,0.0873059296257729,0.056231137153850225,0.030180553839637126,0.03975243709443042,0.03531654282638239,0.052312959988704354,0.018273060472887508,0.007042129229248663,0.15357960194614564,0.040817287044717813,0.024497432005506626,0.00402407384528495,0.07164498726298264,0.0647264041605629,0.02363260911770416,0.03770510127840825,0.010013119422039453,0.0057596027697865,0.0007883419521464668,0.00011177982903569307,0.00908946504527083,0.006653841402072045,0.0017708278178812428,0.007671626161186514,0.005447795878265883,0.006053760214617272,0.00829523994422775,7.059778675938509e-05,0.006053760214617272,0.0005412496984886191,0.0009354206745618525,0.002588585514510787,0.001482553521947087,0.002000270624849244,0.0002647417003476941,0.0002941574448307712,0.00020002706248492444,0.00014119557351877017,0.00012942927572553935,0.0019473222847797055,0.00012942927572553935,0.00014119557351877017,0.00011177982903569307,0.0022002976873341687,0.0001706113180018473,0.0008354071433193902,0.0006471463786276967,0.0009413038234584679,0.00017649446689846273,0.0002117933602781553,0.00016472816910523188,0.0002647417003476941,2.3532595586461698e-05,0.0002117933602781553,5.883148896615424e-05,8.236408455261594e-05,5.8831488966154245e-06,5.8831488966154245e-06,5.8831488966154245e-06,1.764944668984627e-05,1.1766297793230849e-05,5.8831488966154245e-06
2,0.055619642571920425,0.1121798853532575,0.08748173520033602,0.056542495607574496,0.0297560946752563,0.039972551037913875,0.035512094698919194,0.05103495601658769,0.018167190208292664,0.0070811223312687455,0.15448914760324417,0.04085399400145527,0.024633077182458694,0.004046355617867855,0.07021373512934732,0.06508480191196218,0.023763465668092357,0.037913878881454796,0.010092226146319532,0.005791494371188055,0.0008341171668411805,0.00012423021633804816,0.00913979448772783,0.0066906845084920225,0.001780633100845357,0.007714104862134039,0.005472045243461645,0.0061286906726770425,0.008341171668411805,7.098869505031324e-05,0.006081364875976834,0.0005560781112274537,0.001206807815855325,0.0026029188185114852,0.001490762596056578,0.0020113463597588753,0.00026620760643867464,0.00029578622937630514,0.00020113463597588752,0.00014197739010062647,0.00013014594092557427,0.00195810483847114,0.00013014594092557427,0.00015972456386320478,0.00013014594092557427,0.0022124809957347626,0.00017155601303825698,0.0008222857176661283,0.0006507297046278713,0.0009583473831792287,0.00017747173762578308,0.00021296608515093972,0.00016564028845073088,0.00030170195396383125,2.3662898350104414e-05,0.00021888180973846582,5.915724587526103e-05,8.282014422536544e-05,5.9157245875261035e-06,5.9157245875261035e-06,5.9157245875261035e-06,1.774717376257831e-05,1.1831449175052207e-05,5.9157245875261035e-06
0,0.05559760626345294,0.112135440073799,0.08744707524185727,0.05652009366795184,0.029744305414291457,0.03995671405255813,0.03549802493081344,0.05101473614494879,0.018159992430872577,0.007078316815289637,0.15448707334957543,0.04083780779147054,0.02462331764316295,0.004044752465879793,0.07018591669229132,0.06505901554036474,0.02375405066584668,0.03789885753482981,0.010076400879911063,0.005789199801310405,0.0008692669773162713,0.0001478345199517468,0.009136173333017953,0.006688033682617026,0.0017799276202190317,0.0077110485606831135,0.005469877238214632,0.006102608983608109,0.00833786692527852,7.687395037490835e-05,0.006078955460415829,0.000555857795018568,0.0013364240603637911,0.0026018875511507437,0.001490171961113608,0.0020105494713437565,0.00027201551671121414,0.0002956690399034936,0.00020105494713437567,0.00014192113915367693,0.0001300943775575372,0.0019573290441611277,0.0001300943775575372,0.00015966128154788656,0.00012418099675946733,0.002211604418478132,0.0002601887551150744,0.0008870071197104809,0.0006504718877876859,0.0009520543084892495,0.00020696832793244555,0.0002128817087305154,0.00016557466234595644,0.00028384227830735386,2.365352319227949e-05,0.0002187950895285853,5.913380798069872e-05,0.00010052747356718783,5.913380798069873e-06,5.913380798069873e-06,5.913380798069873e-06,1.7740142394209616e-05,1.1826761596139745e-05,5.913380798069873e-06
¡,0.05554670019895035,0.11194941820307104,0.08730791255630531,0.05675693226832911,0.02970086605387599,0.039890429720938196,0.03561034069508646,0.05093010762210061,0.018129866756400947,0.007066574570957973,0.1547148870351676,0.04089994037393219,0.024635602075695588,0.004038042611975984,0.07006948503149556,0.06588385314276606,0.023832716410156503,0.037906829841371045,0.010071492245659399,0.005779596077667381,0.000791078523398804,0.00011216785033266623,0.009132824445507087,0.00667693888032871,0.0017769748921122386,0.007698256675462987,0.005460803239879804,0.006080678202244538,0.008335842351038143,7.084285284168394e-05,0.006092485344384818,0.0005431285384529101,0.0009386678001523122,0.0025975712708617444,0.0015467356203767658,0.0020072141638477117,0.00026566069815631474,0.00029517855350701637,0.00020072141638477115,0.00014168570568336787,0.00012987856354308721,0.0019540820242164485,0.00012987856354308721,0.00014168570568336787,0.00011216785033266623,0.0022079355802324826,0.0001712035610340695,0.0008205963787495055,0.0006493928177154361,0.0009445713712224525,0.00017710713210420984,0.0002125285585250518,0.00016529998996392918,0.00026566069815631474,2.3614284280561312e-05,0.0002125285585250518,5.903571070140328e-05,8.264999498196459e-05,5.903571070140328e-06,5.903571070140328e-06,5.903571070140328e-06,1.7710713210420984e-05,1.1807142140280656e-05,5.903571070140328e-06
x,0.05556704747607875,0.11208562597147771,0.08755858416912429,0.05648902784262504,0.029727956690563294,0.03993475215867519,0.03560853659257333,0.05155406882938044,0.018161831194851093,0.007074426274076394,0.15428395813263515,0.040815361611337996,0.024899380027304803,0.004042529299472225,0.07016506994639511,0.06502325636373307,0.02374099443856715,0.038143982600575645,0.01007086246535186,0.0057919279436882765,0.00079195749434105,0.00011229248054089515,0.00913115170714121,0.006684357657460653,0.0017789492969899705,0.007706810243438278,0.005466870763175159,0.0060874344714274735,0.008333284082245377,7.092156665740746e-05,0.006075614210317906,0.0005437320110401239,0.0009397107582106488,0.0026004574441049404,0.0015011731609151247,0.0020094443886265446,0.000265955874965278,0.00029550652773919773,0.0002009444388626545,0.00014184313331481492,0.000130022872205247,0.001956253213633489,0.000130022872205247,0.00014184313331481492,0.00011229248054089515,0.0022103888274891993,0.0001713937860887347,0.0008215081471149698,0.0006501143610262351,0.0009456208887654329,0.00017730391664351865,0.00021276469997222238,0.00016548365553395076,0.000265955874965278,2.364052221913582e-05,0.00021276469997222238,5.9101305547839555e-05,8.274182776697538e-05,5.910130554783955e-06,5.910130554783955e-06,5.910130554783955e-06,1.7730391664351865e-05,1.182026110956791e-05,5.910130554783955e-06
z,0.05553816255043151,0.11201554737756145,0.08837549988481236,0.05645966365209789,0.02971841052874079,0.03991399323051114,0.035542770055939844,0.05098382056719574,0.018276438516383227,0.007070748837786271,0.1544518545209671,0.04079414492376941,0.02459699094447956,0.00404042790730644,0.07053618368588627,0.06498945590085593,0.023728653367909316,0.03785833692679383,0.0101010697682661,0.005783010118790943,0.0007915458180980453,0.00011223410853629002,0.009126405141503582,0.006680882987081263,0.0017780245615485943,0.007702804080595904,0.005464028968214119,0.006078363035991707,0.008340766381749553,7.088470012818317e-05,0.006072455977647691,0.0005434493676494043,0.000939222276698427,0.002599105671366716,0.0014885787026918465,0.0020083998369651896,0.0002658176254806869,0.0002953529172007632,0.00020083998369651898,0.00014176940025636633,0.00012995528356833582,0.0019552363118690522,0.00012995528356833582,0.00014176940025636633,0.00011223410853629002,0.0022092398206617087,0.00017130469197644264,0.000826988168162137,0.000649776417841679,0.0009451293350424422,0.00017721175032045793,0.0002126541003845495,0.00016539763363242739,0.0002658176254806869,2.3628233376061055e-05,0.0002126541003845495,5.907058344015264e-05,8.269881681621369e-05,5.907058344015264e-06,5.907058344015264e-06,5.907058344015264e-06,1.772117503204579e-05,1.1814116688030528e-05,5.907058344015264e-06
(,0.055635111305726834,0.11224658863628295,0.08754748689302579,0.05655822100192906,0.029764370332674532,0.04000142016876339,0.035622566481650235,0.05104914967395292,0.01817224280151958,0.007083091707397896,0.15447293986768762,0.04086535616649112,0.024645845414630104,0.004047480975655941,0.07023326271938649,0.06511473780134205,0.023770074677207476,0.03792442335230837,0.01007136348036025,0.005793105080653751,0.0008284317786430288,0.0001124300271015539,0.009142336414310568,0.006692545297466182,0.0017811283240825118,0.007716250281075068,0.00547356710889144,0.006088973573026261,0.00834349148490479,7.100843816940246e-05,0.006094890942873712,0.0005443980259654189,0.0009408618057445827,0.0026036427328780904,0.0014911772015574517,0.00201190574813307,0.00026628164313525923,0.00029586849237251024,0.00020119057481330697,0.00014201687633880493,0.0001301821366439045,0.001958649419506018,0.0001301821366439045,0.00014201687633880493,0.0001124300271015539,0.002213096322946377,0.00017160372557605596,0.0008225144087955785,0.0006509106832195226,0.000952696545439483,0.00017752109542350616,0.0002130253145082074,0.00016568635572860574,0.00026628164313525923,2.3669479389800822e-05,0.0002130253145082074,5.917369847450205e-05,8.284317786430287e-05,5.9173698474502055e-06,5.9173698474502055e-06,5.9173698474502055e-06,1.7752109542350616e-05,1.1834739694900411e-05,5.9173698474502055e-06
),0.055645299676329446,0.11220776454298546,0.08750939354670738,0.05655654767187972,0.02976348972479127,0.039982485103462154,0.03552683743690791,0.051047639335143995,0.018171705158018688,0.0070828821472316405,0.1546044651151782,0.040864147125130916,0.02463919904851508,0.004047361226989509,0.07023118479991006,0.06512464570796277,0.023769371416398913,0.037923301321309597,0.010071065509263368,0.005792933685998142,0.0007929041000242605,0.00011242670074970858,0.009142065929384198,0.006692347291995811,0.001781075627666436,0.007716021988295789,0.005473405168077918,0.006118379398694667,0.008343244634583637,7.100633731560542e-05,0.006082876230036864,0.0005443819194196416,0.0009467511642080723,0.0026035657015721987,0.0014911330836277139,0.0020118462239421533,0.0002662737649335203,0.00033728010224912575,0.00020118462239421535,0.00014201267463121085,0.00013017828507860994,0.0019585914709554495,0.00013017828507860994,0.00014201267463121085,0.00011834389552600904,0.002213030846336369,0.0001715986485127131,0.0008224900739057627,0.0006508914253930497,0.0009467511642080723,0.00017751584328901354,0.00021301901194681626,0.00018935023284161445,0.0002662737649335203,2.3668779105201806e-05,0.00021301901194681626,5.917194776300452e-05,8.284072686820632e-05,5.9171947763004514e-06,5.9171947763004514e-06,1.1834389552600903e-05,1.7751584328901356e-05,1.1834389552600903e-05,5.9171947763004514e-06
k,0.05563873289029074,0.11221838883201268,0.08755318582342603,0.056561902676600606,0.02977222560849316,0.03998627080830616,0.03552428350780848,0.05108797926418634,0.018173425729215365,0.007083552783416084,0.1544889130859317,0.04086801630933289,0.02464153198842487,0.0040477444476663335,0.07032660090068232,0.06511305871004776,0.023771621997479037,0.037926892054230305,0.010077936833882698,0.005799399939638898,0.0007929791754200127,0.00011243734576850926,0.009142931537491936,0.006692980950746525,0.0017812442671748046,0.007716752572744004,0.005479841167454714,0.006089369936620843,0.008344034607031477,7.101306048537427e-05,0.006083452181580395,0.0005444334637212027,0.0009409230514312091,0.0026038122177970565,0.0014912742701928597,0.002012036713752271,0.0002662989768201535,0.0002958877520223928,0.0002012036713752271,0.00014202612097074854,0.00013019061088985284,0.00195877691838824,0.00013019061088985284,0.00014202612097074854,0.00011243734576850926,0.002213240385127498,0.00017161489617298782,0.000822567950622252,0.0006509530544492641,0.0009468408064716569,0.00017753265121343568,0.0002130391814561228,0.00016569714113253995,0.0002662989768201535,2.3671020161791423e-05,0.0002130391814561228,5.917755040447856e-05,8.284857056626997e-05,5.917755040447856e-06,5.917755040447856e-06,5.917755040447856e-06,1.7753265121343567e-05,1.1835510080895712e-05,5.917755040447856e-06
â,0.05564202564906819,0.1122250300343842,0.08751694057630509,0.056565250069537734,0.029768069454883323,0.039988637237901914,0.03552638587229912,0.051055494073017585,0.018174501251679263,0.007083971995525912,0.15449213779716287,0.04087043492155552,0.02464299030022548,0.0040479839974433785,0.07024199132405769,0.06511099406414042,0.023773028827090717,0.037929136607623704,0.010072615151533085,0.005793825048972321,0.0007930261047622993,0.00011244399992898273,0.009143472625804122,0.006693377048404183,0.0017813496830854634,0.007717209258283867,0.005474247364963633,0.006089730311943329,0.008344528415782404,7.101726311304173e-05,0.006083812206683908,0.0005444656838666532,0.0009409787362478029,0.0026098844194042837,0.0014913625253738763,0.002012155788202849,0.00026631473667390647,0.00029590526297100723,0.0002012155788202849,0.00014203452622608346,0.0002603966314144863,0.0019588928408680677,0.00013019831570724316,0.00014203452622608346,0.00011244399992898273,0.0022133713670231337,0.0001716250525231842,0.0008226166310594,0.000656909683795636,0.0009468968415072231,0.00017754315778260431,0.0002130517893391252,0.00016570694726376404,0.00026631473667390647,2.3672421037680577e-05,0.0002130517893391252,5.918105259420144e-05,8.285347363188202e-05,5.918105259420144e-06,5.918105259420144e-06,5.918105259420144e-06,1.7754315778260433e-05,1.1836210518840289e-05,5.918105259420144e-06
¿,0.055642684247592784,0.112238194719804,0.08752389463280681,0.05656591959567026,0.029768421800190566,0.03999502873274112,0.035556397251599384,0.05105609838374632,0.018174716371448355,0.007084055843902208,0.1544939664202733,0.04087683685366128,0.02469062738576442,0.004048031910801261,0.07024282273289499,0.06512951926661971,0.02377331021299513,0.037929585550183165,0.010072734374537642,0.00579389362671701,0.0007930354912973232,0.0001124453308555906,0.009143580851151974,0.006693456273561735,0.0017813707677648827,0.007717300601878429,0.005480230335382995,0.00608980239212646,0.00834462718454646,7.101810369826775e-05,0.00608388421681827,0.0005444721283533861,0.0009409898740020476,0.002603997135603151,0.0014913801776636228,0.002012179604784253,0.00026631788886850405,0.000295908765409449,0.0002012179604784253,0.0001420362073965355,0.00013019985678015754,0.001958916027010552,0.00013019985678015754,0.0001420362073965355,0.0001124453308555906,0.002213397565262678,0.0001716270839374804,0.0008226263678382681,0.0006509992839007877,0.0009469080493102367,0.00017754525924566937,0.00021305431109480325,0.00016570890862929142,0.00026631788886850405,2.3672701232755917e-05,0.00021305431109480325,5.918175308188979e-05,8.285445431464571e-05,5.918175308188979e-06,5.918175308188979e-06,5.918175308188979e-06,1.7754525924566937e-05,1.1836350616377958e-05,5.918175308188979e-06
©,0.05579513232514178,0.11202150283553876,0.08735822306238185,0.05724243856332703,0.029714083175803402,0.03993383742911153,0.03550330812854442,0.050962901701323254,0.018141540642722116,0.007071124763705104,0.1545132325141777,0.04083766540642722,0.024621928166351607,0.0040406427221172025,0.07011460302457467,0.06525874291115312,0.023735822306238184,0.03788397920604915,0.010060255198487713,0.005783317580340265,0.0007915879017013233,0.00011224007561436673,0.00914461247637051,0.006681238185255198,0.0017781190926275993,0.007703213610586011,0.005464319470699433,0.006078686200378072,0.008435727788279774,7.088846880907372e-05,0.006078686200378072,0.0005434782608695652,0.0009392722117202269,0.0025992438563327033,0.0015418241965973534,0.002008506616257089,0.00026583175803402646,0.0002953686200378072,0.0002008506616257089,0.00014177693761814744,0.00012996219281663515,0.0019553402646502837,0.00012996219281663515,0.00014177693761814744,0.00011224007561436673,0.0022152646502835538,0.00017131379962192816,0.0008211247637051039,0.0006498109640831758,0.000945179584120983,0.00017722117202268432,0.00021266540642722118,0.00017131379962192816,0.00026583175803402646,2.3629489603024576e-05,0.00021266540642722118,5.907372400756144e-05,8.270321361058602e-05,5.907372400756144e-06,5.907372400756144e-06,5.907372400756144e-06,1.772211720226843e-05,1.1814744801512288e-05,5.907372400756144e-06
