,r,e,a,n,u,d,c,i,ã,³, ,l,p,­,o,s,m,t,",",v,1,7,b,y,±,q,h,.,g,"""",f,2,0,¡,x,z,(,),k,â,¿,©,?,4,3,j,6,-,º,9,8,:,;,5,¤,/,w,%,!,[,],‰,¼,š
?,0.05564301355270166,0.11225069538971415,0.08751849440729123,0.05657217257501332,0.029768597975972064,0.03998934722140025,0.035527016630171035,0.05105640054447535,0.018174823933242587,0.007084097768834704,0.15449488074806178,0.040877078771379534,0.024643427827424985,0.004048055867905545,0.07024323844469432,0.06513582292714683,0.023785287329111678,0.0379357282357815,0.0100727939870983,0.005793927916198142,0.0007930401846481624,0.0001124459963307096,0.00914363496478665,0.006693495886843819,0.0017813813102917678,0.007717346274486595,0.005474344558205599,0.006095756643191099,0.00834467656980529,7.10185239983429e-05,0.006083920222524708,0.0005444753506539622,0.0009409954429780435,0.0026040125466059065,0.0014913890039652009,0.002012191513286382,0.0002663194649937859,0.0002959105166597621,0.00020121915132863822,0.00018346452032905249,0.00013020062733029532,0.001958927620287625,0.00013020062733029532,0.0001420370479966858,0.0001124459963307096,0.0022134106646150204,0.000171628099662662,0.0008226312363141386,0.0006510031366514766,0.0009469136533112387,0.00017754630999585724,0.0002130555719950287,0.00016570988932946678,0.0002663194649937859,2.3672841332780966e-05,0.0002130555719950287,5.918210333195242e-05,8.285494466473339e-05,5.9182103331952416e-06,5.9182103331952416e-06,5.9182103331952416e-06,1.7754630999585726e-05,1.1836420666390483e-05,5.9182103331952416e-06
4,0.05564202564906819,0.1122250300343842,0.08751694057630509,0.056565250069537734,0.029768069454883323,0.039988637237901914,0.03552638587229912,0.051055494073017585,0.018174501251679263,0.007083971995525912,0.15452172832345995,0.04087043492155552,0.02464299030022548,0.0040479839974433785,0.07024199132405769,0.06511099406414042,0.023773028827090717,0.037929136607623704,0.010072615151533085,0.005793825048972321,0.0007930261047622993,0.00011244399992898273,0.009143472625804122,0.006693377048404183,0.0017813496830854634,0.007717209258283867,0.005474247364963633,0.006089730311943329,0.008344528415782404,7.101726311304173e-05,0.006083812206683908,0.0005503837891260734,0.0009587330520260634,0.0026039663141448634,0.0014913625253738763,0.002012155788202849,0.0002722328419333266,0.00029590526297100723,0.0002012155788202849,0.00014203452622608346,0.00013019831570724316,0.0019588928408680677,0.00013019831570724316,0.00014795263148550361,0.00012428021044782304,0.0022133713670231337,0.0001716250525231842,0.0008285347363188202,0.0006509915785362159,0.0009528149467666432,0.00018346126304202447,0.0002130517893391252,0.00016570694726376404,0.00026631473667390647,2.3672421037680577e-05,0.0002426423156362259,5.918105259420144e-05,0.00010060778941014245,5.918105259420144e-06,5.918105259420144e-06,5.918105259420144e-06,1.7754315778260433e-05,1.1836210518840289e-05,5.918105259420144e-06
3,0.05564367217461295,0.11222835093035367,0.08751953032526869,0.056566923914587376,0.029768950333791015,0.039989820557738746,0.035527437147862315,0.05105700487666304,0.018175039060650537,0.007084181620188438,0.1545263008380285,0.040871644335022016,0.02464371952085602,0.004048103782964821,0.07024406988305477,0.06511292078973534,0.02377373230434165,0.037930258983949625,0.010096586335874248,0.0057939964963780125,0.0007930495715165001,0.00011836560768902987,0.009143743193977557,0.00669357511481464,0.0017814023957198996,0.0077174376213247475,0.005474409355617632,0.0060958287959850385,0.008344775342076607,7.101936461341793e-05,0.0060839922352161355,0.0005444817953695375,0.0009410065811277875,0.002604043369158657,0.0014914066568817764,0.0020122153307135077,0.0002781591780692202,0.0002959140192225747,0.00020122153307135078,0.00014203872922683586,0.00013020216845793285,0.0019589508072534443,0.00013020216845793285,0.00015387528999573883,0.00011244732730457838,0.002213436863784859,0.00017163013114909333,0.0008226409734387577,0.0006510108422896643,0.000946924861512239,0.00017754841153354482,0.00021305809384025378,0.0001657118507646418,0.0002781591780692202,2.3673121537805975e-05,0.00021897637422470527,5.9182803844514935e-05,8.877420576677241e-05,5.918280384451494e-06,5.918280384451494e-06,5.918280384451494e-06,1.7754841153354482e-05,1.1836560768902987e-05,5.918280384451494e-06
j,0.05552701050654666,0.11279625331467077,0.08762542596103305,0.05644832657110965,0.030054983670263342,0.039905978514436904,0.035452950869049094,0.05096767716140158,0.01817827465849294,0.007069329033858365,0.15417279400908324,0.04078595347353874,0.02459205187718148,0.0040396165907762085,0.07079959603834092,0.0649764060405261,0.02372388866249712,0.03785073498579638,0.010051794499270624,0.0057818488923536675,0.0007913868759707777,0.0001122115719660058,0.009124572562498892,0.006679541468081714,0.0017776675348298813,0.00770125736019324,0.005462931793081861,0.006077142502790524,0.008327279814319377,7.087046650484577e-05,0.006071236630581787,0.0005433402432038176,0.0009390336811892064,0.0025985837718443447,0.0014882797966017612,0.00200799655097063,0.0002657642493931716,0.0002952936104368574,0.000200799655097063,0.00014174093300969154,0.00012992918859221724,0.0019548437010919956,0.00012992918859221724,0.00014174093300969154,0.0001122115719660058,0.002208796206067693,0.00017127029405337727,0.0008268221092232006,0.0006496459429610862,0.0009449395533979436,0.00017717616626211443,0.0002126113995145373,0.00016536442184464012,0.0002657642493931716,2.3623488834948588e-05,0.0002126113995145373,5.905872208737147e-05,8.268221092232006e-05,5.905872208737147e-06,5.905872208737147e-06,5.905872208737147e-06,1.7717616626211443e-05,1.1811744417474294e-05,5.905872208737147e-06
6,0.055640379220963675,0.112221709334943,0.08751435098060102,0.05656357632354508,0.029767188628105432,0.03998745398809313,0.035525334658949685,0.05105398335878043,0.018173963474535145,0.007083762383268828,0.15455266366035816,0.04086922557966126,0.02464226112274971,0.004047864219010759,0.07023991288806827,0.0651090674525678,0.023772325391471078,0.03792801429771923,0.010095988826947887,0.005793653611712767,0.0007930026393968445,0.00011244067275029886,0.009143202073642723,0.006693178993715158,0.001781296973570524,0.007716980908757353,0.0054740853838961285,0.006119139769674159,0.008344281504101126,7.101516173703086e-05,0.006083632188805643,0.0005444495733172366,0.0009409508930156589,0.0026038892636911313,0.001491318396477648,0.002012096249215874,0.0002722247866586183,0.00029589650723762856,0.00020120962492158742,0.0001420303234740617,0.00013019446318455658,0.001958834877913101,0.00013019446318455658,0.00014794825361881428,0.00011244067275029886,0.0022133058741374617,0.0001834558344873297,0.0008225922901206075,0.0006509723159227828,0.000952786753305164,0.00017753790434257713,0.00021304548521109258,0.000165702044053072,0.0002663068565138657,2.3671720579010286e-05,0.00023079927564535028,5.917930144752571e-05,8.876895217128857e-05,5.917930144752572e-06,5.917930144752572e-06,5.917930144752572e-06,1.7753790434257714e-05,1.1835860289505143e-05,5.917930144752572e-06
-,0.05560418243754731,0.11219010219530659,0.08746924678274035,0.05653860711582135,0.029747823618470854,0.03998509651778955,0.035514051854655566,0.05102668433005299,0.018162140423921273,0.00707915404996215,0.15468276873580622,0.040860380393641184,0.024643972369417108,0.004045230885692657,0.07020013247539743,0.06507262490537472,0.023786430734292204,0.0379151684330053,0.010118991294473884,0.0058017127176381526,0.0008043149129447389,0.00011236752460257381,0.009137253974261923,0.006765707797123392,0.0017801381529144588,0.007723788796366389,0.005476438304314913,0.006085588569265708,0.008338853141559424,7.096896290688872e-05,0.006085588569265708,0.0006091502649507948,0.0010290499621498864,0.0026021953065859197,0.001490348221044663,0.002010787282361847,0.0002661336109008327,0.00029570401211203635,0.00020107872823618472,0.00014193792581377744,0.000130109765329296,0.0019575605601816807,0.000130109765329296,0.00014193792581377744,0.00011236752460257381,0.002211866010598032,0.00017150832702498108,0.000822057153671461,0.0006505488266464799,0.0009462528387585163,0.00017742240726722182,0.00021290688872066616,0.00016559424678274035,0.0002661336109008327,2.3656320968962907e-05,0.00021290688872066616,5.914080242240727e-05,8.279712339137017e-05,5.914080242240727e-06,5.914080242240727e-06,5.914080242240727e-06,1.774224072672218e-05,1.1828160484481453e-05,5.914080242240727e-06
º,0.05561372065373627,0.11216794136958104,0.08749608124974122,0.0568263150734359,0.02975292649311779,0.0399682950922459,0.03550831366564335,0.051029522237798636,0.018165255916573503,0.0070803683920998,0.15441946302770038,0.041021181954229,0.024630454456728124,0.0040459247954855995,0.07020625935324354,0.06507787222212363,0.02380234119449423,0.03793941759977286,0.010067491230872062,0.0057908777409070205,0.0007926226938524421,0.00011238679987459999,0.009227547779177683,0.006689972139903821,0.0017804435138028736,0.007713283528235705,0.005471462625473947,0.006086632477419126,0.008340283569641367,7.098113676290526e-05,0.006080717382688883,0.0005441887151822737,0.0009405000621084947,0.002602641681306526,0.0014906038720210104,0.0020111322082823156,0.00026617926286089474,0.0002957547365121052,0.00020111322082823157,0.00014196227352581052,0.0001301320840653263,0.001957896355710137,0.0001301320840653263,0.00014196227352581052,0.00011238679987459999,0.0022122454291105473,0.00017153774717702103,0.0008221981675036526,0.0006506604203266315,0.0009464151568387368,0.00017745284190726315,0.0002129434102887158,0.00016562265244677893,0.00026617926286089474,2.3660378920968418e-05,0.0002129434102887158,5.915094730242105e-05,8.281132622338947e-05,5.9150947302421045e-06,5.9150947302421045e-06,5.9150947302421045e-06,1.7745284190726314e-05,1.1830189460484209e-05,5.9150947302421045e-06
9,0.05559727749557977,0.11213477697816202,0.08744655813705952,0.056519759445091626,0.029744129525927063,0.0399564777746897,0.03549781501871574,0.05101443447717153,0.01815988504455706,0.0070782749587544125,0.15446841977659378,0.040837566303390124,0.024623172036970238,0.004044728547859665,0.0701855016586935,0.06505863082390648,0.02375391019993022,0.03789863342577864,0.01008225464049814,0.0057891655677699,0.0007923883412473612,0.00013600695409469633,0.009136119307665471,0.006687994133960936,0.0017799170948914606,0.007711002962586261,0.005469844892938874,0.006102572896770722,0.008337817620587905,7.096014996245025e-05,0.006078919513449905,0.0005440278163787853,0.00094613533283267,0.0026018721652898424,0.0014901631492114553,0.002010537582269424,0.0002661005623591885,0.0003607140956424555,0.0002010537582269424,0.0001419202999249005,0.00013009360826449212,0.0019573174697975863,0.00013009360826449212,0.00017148702907592145,0.00011826691660408375,0.002211591340496366,0.0001951404123967382,0.0008278684162285863,0.0006504680413224606,0.0014901631492114553,0.00023062048737796333,0.00021288044988735077,0.00016557368324571727,0.00027201390818939265,2.365338332081675e-05,0.00026018721652898424,5.913345830204188e-05,8.278684162285863e-05,5.913345830204188e-06,5.913345830204188e-06,5.913345830204188e-06,1.7740037490612563e-05,1.1826691660408375e-05,5.913345830204188e-06
8,0.055640049947034836,0.11222104521863664,0.08751383307985015,0.05656324158623261,0.029767012469005025,0.03998721734653418,0.03552512442374496,0.051053681226661304,0.018173855922925333,0.007083720462305967,0.15454583113878056,0.040868983719870515,0.02464211529243279,0.004047840264174839,0.07023949721563034,0.06510868214393505,0.02377218470934258,0.03792778984370839,0.010078175394575657,0.005793619325478314,0.0008107516318595801,0.00011835790246125258,0.009143147965131762,0.006693139384183834,0.0017812864320418513,0.007716935240473668,0.005474052988832932,0.006089514081631445,0.008344232123518307,7.101474147675155e-05,0.006083596186508383,0.0005562821415678871,0.0009468632196900207,0.002603873854147557,0.0014913095710117825,0.002012084341841294,0.00027222317566088095,0.0002958947561531315,0.00020120843418412938,0.0001420294829535031,0.00013019369270737783,0.0019588232857337302,0.00013611158783044048,0.0001420294829535031,0.00011835790246125258,0.002213292776025423,0.0001834547488149415,0.0008285053172287681,0.0006509684635368892,0.0009527811148130833,0.00017753685369187888,0.00021304422443025464,0.00016570106344575362,0.00027222317566088095,2.3671580492250515e-05,0.00023671580492250517,5.917895123062629e-05,8.285053172287681e-05,5.917895123062629e-06,5.917895123062629e-06,5.917895123062629e-06,1.7753685369187887e-05,1.1835790246125257e-05,5.917895123062629e-06
:,0.05563807438530047,0.11222297837086131,0.08751664348906708,0.056561233245554336,0.029765955558185637,0.03998579755599609,0.03552386306476906,0.05105186850903926,0.018173210639997633,0.007083468946947954,0.15468236825753764,0.04086753262123857,0.024641240346776342,0.004047696541113117,0.07023700328431517,0.06510637038790425,0.023771340651537118,0.03792644317542977,0.010071899872769772,0.005793413616593189,0.0007929697902180667,0.0001124360150309199,0.009142823327514276,0.006692901736840548,0.0017812231854898363,0.007716661242122082,0.005473858626505311,0.006089297866674557,0.008343935852294582,7.101222001952836e-05,0.0060833801816729295,0.0005444270201497174,0.0009409119152587507,0.00260378140071604,0.0014912566204100955,0.0020120129005533035,0.00026629582507323136,0.00029588425008136816,0.00020120129005533037,0.00014202444003905671,0.00013018907003580198,0.0019587537355386575,0.00013018907003580198,0.00014202444003905671,0.0001124360150309199,0.0022132141906086337,0.00017161286504719354,0.0008225582152262035,0.00065094535017901,0.0009468296002603781,0.0001775305500488209,0.00021303666005858507,0.00016569518004556618,0.00026629582507323136,2.3670740006509455e-05,0.00021303666005858507,5.917685001627363e-05,8.284759002278309e-05,5.917685001627364e-06,5.917685001627364e-06,5.917685001627364e-06,1.775305500488209e-05,1.1835370003254727e-05,5.917685001627364e-06
;,0.05564070849878978,0.11222237345910982,0.0875326227829823,0.05656391106481947,0.02976736478929085,0.03998769063245294,0.03552554489664274,0.051054285494475576,0.018174071027417932,0.007083804304727863,0.15463642980997414,0.040869467442314636,0.024642406954792664,0.004047888174130207,0.07024032856542606,0.06510945276576102,0.023772466075264682,0.037928238754386695,0.010072376713990661,0.0057936878983530305,0.0007930073323588417,0.00011244133817028353,0.009143256182794109,0.006693218603715298,0.0017813075152239655,0.007717026577581564,0.005474117779342751,0.006089586156695882,0.00834433088526841,7.101558200228433e-05,0.006083668191529025,0.0005444527953508466,0.0009409564615302674,0.0026039046734170923,0.0014913272220479711,0.0020121081567313895,0.0002663084325085663,0.0002958982583428514,0.00020121081567313896,0.00014203116400456867,0.0001301952336708546,0.001958846470229676,0.0001301952336708546,0.00014203116400456867,0.00011244133817028353,0.0022133189724045286,0.0001716209898388538,0.0008225971581931269,0.0006509761683542731,0.0009468744266971245,0.00017753895500571083,0.000213046746006853,0.00016570302467199677,0.0002663084325085663,2.367186066742811e-05,0.000213046746006853,5.917965166857028e-05,8.285151233599838e-05,5.917965166857028e-06,5.917965166857028e-06,5.917965166857028e-06,1.7753895500571084e-05,1.1835930333714056e-05,5.917965166857028e-06
5,0.055635111305726834,0.11221108441719824,0.08750606530409363,0.05655822100192906,0.029764370332674532,0.03998366805922104,0.035521971194243586,0.05104914967395292,0.01817224280151958,0.007083091707397896,0.15454986567570447,0.04086535616649112,0.024639928044782655,0.004047480975655941,0.07023326271938649,0.06510290306164716,0.023770074677207476,0.03792442335230837,0.0100772808502077,0.005793105080653751,0.0007929275595583275,0.0001124300271015539,0.009142336414310568,0.006692545297466182,0.0017811283240825118,0.007716250281075068,0.00547356710889144,0.006088973573026261,0.00834349148490479,7.100843816940246e-05,0.006083056203178811,0.0005443980259654189,0.0009467791755920328,0.0026036427328780904,0.0014911772015574517,0.00201190574813307,0.00026628164313525923,0.00029586849237251024,0.00020119057481330697,0.00014201687633880493,0.0001301821366439045,0.001958649419506018,0.0001301821366439045,0.00014201687633880493,0.0001124300271015539,0.002213096322946377,0.00017160372557605596,0.0009171923263547818,0.0006509106832195226,0.0009467791755920328,0.00019527320496585677,0.0002130253145082074,0.00016568635572860574,0.00027811638283015963,2.3669479389800822e-05,0.00025444690344035884,5.917369847450205e-05,9.467791755920329e-05,5.9173698474502055e-06,5.9173698474502055e-06,5.9173698474502055e-06,1.7752109542350616e-05,1.1834739694900411e-05,5.9173698474502055e-06
¤,0.055648612335975095,0.11223831479760643,0.08752730049185277,0.05659562126745308,0.029771593283339153,0.03999337093747966,0.03553059134788965,0.0510615378241286,0.018176652678555574,0.007084810568619675,0.15451042597645498,0.04087527300491853,0.02464590744171456,0.004048463182068386,0.07025030629820128,0.06511870165075494,0.02377584298591916,0.03793362651151504,0.010073807508597066,0.00579451089948092,0.0007931199801128124,0.00011245731061301072,0.009144554994584293,0.006694169384385006,0.0017815605523429593,0.007718122791545577,0.005474895385107101,0.006090451190567791,0.008345516208649742,7.102566986084887e-05,0.006084532384746054,0.0005445301355998414,0.0009410901256562476,0.0026042745615644587,0.0014915390670778264,0.002012393979390718,0.0002663462619781833,0.00029594029108687034,0.0002012393979390718,0.00014205133972169774,0.00013021372807822294,0.0019591247269950813,0.00013021372807822294,0.00014205133972169774,0.00011245731061301072,0.00221363337732979,0.00017164536883038477,0.0008227140092214994,0.0006510686403911147,0.000947008931477985,0.0001775641746521222,0.00021307700958254664,0.00016572656300864737,0.0002663462619781833,2.3675223286949625e-05,0.00021307700958254664,5.918805821737406e-05,8.286328150432369e-05,5.918805821737406e-06,5.918805821737406e-06,5.918805821737406e-06,1.7756417465212217e-05,1.1837611643474813e-05,5.918805821737406e-06
/,0.05563807438530047,0.1122170606858597,0.08751072580406545,0.056561233245554336,0.029765955558185637,0.03999171524099772,0.0355534514897772,0.05105186850903926,0.018173210639997633,0.007083468946947954,0.15448116696748232,0.04086753262123857,0.024641240346776342,0.004047696541113117,0.07023700328431517,0.06510637038790425,0.023771340651537118,0.03792644317542977,0.010071899872769772,0.005793413616593189,0.0008817350652424771,0.0001124360150309199,0.009142823327514276,0.006692901736840548,0.0017812231854898363,0.007716661242122082,0.005473858626505311,0.006089297866674557,0.008343935852294582,7.101222001952836e-05,0.006089297866674557,0.0005799331301594816,0.0009527472852620055,0.00260378140071604,0.0014912566204100955,0.0020120129005533035,0.00026629582507323136,0.00029588425008136816,0.00020120129005533037,0.00014202444003905671,0.00013018907003580198,0.0019587537355386575,0.00013018907003580198,0.00014202444003905671,0.00012427138503417462,0.0022132141906086337,0.00017161286504719354,0.0008225582152262035,0.00065094535017901,0.0009586649702636329,0.0001775305500488209,0.00021303666005858507,0.00016569518004556618,0.0002781311950764861,2.3670740006509455e-05,0.00021303666005858507,5.917685001627363e-05,8.284759002278309e-05,5.917685001627364e-06,5.917685001627364e-06,5.917685001627364e-06,1.775305500488209e-05,1.1835370003254727e-05,5.917685001627364e-06
w,0.05564663616617049,0.11224024763404139,0.08752419225966063,0.05656993708532839,0.02979421042974923,0.039991950709935546,0.03552932960067235,0.051059724548559116,0.018176007197012293,0.0070845589758462115,0.15450493906805793,0.04087382145964406,0.024645032226753235,0.004048319414769264,0.07027148598180624,0.06511638918317461,0.02377499866831598,0.03793227942873715,0.010073449771838138,0.005794305127279399,0.0007930918151740955,0.00011245331707692399,0.00914423025704461,0.006699850259530418,0.0017814972863239012,0.007717848708858362,0.00547470096295551,0.006090234909060778,0.008345219846234885,7.102314762753094e-05,0.006084316313425151,0.0005445107984777372,0.000941056706064785,0.0026041820796761346,0.0014914861001781498,0.0020123225161133764,0.000266336803603241,0.0002959297817813789,0.00020123225161133767,0.00014204629525506188,0.00013020910398380673,0.0019590551553927285,0.00013020910398380673,0.00014204629525506188,0.00011245331707692399,0.0022135547677247145,0.00017163927343319976,0.0008226847933522334,0.0006510455199190337,0.0009469753017004126,0.00017755786906882735,0.00021306944288259283,0.0001657206777975722,0.000266336803603241,2.3674382542510314e-05,0.00021306944288259283,5.9185956356275785e-05,8.28603388987861e-05,5.9185956356275785e-06,5.9185956356275785e-06,5.9185956356275785e-06,1.7755786906882735e-05,1.1837191271255157e-05,5.9185956356275785e-06
%,0.05564531879760658,0.1122316720228689,0.08752212022750543,0.056568597858702795,0.029769831264833128,0.039991003947609835,0.035528488485644785,0.051058515769724734,0.018175576901451797,0.007084391257257506,0.15454862898977884,0.04087285382006711,0.02464444878464516,0.004048223575575717,0.07024614856507046,0.06511484762936263,0.02377443582322757,0.03793138142670289,0.010079129750300361,0.005794167953930742,0.0007930730396595705,0.00011245065487710327,0.00914401377816445,0.006693773192947569,0.0017814551114741098,0.007717665997881193,0.005474571355858975,0.006119683007522357,0.008345022282985032,7.102146623817049e-05,0.0060841722744032715,0.0005444979078259737,0.000941034427655759,0.002604120428732918,0.0014914507910015803,0.0020122748767481637,0.0002663304983931393,0.000295922775992377,0.00020122748767481639,0.00014204293247634098,0.0001302060214366459,0.001959008777069536,0.0001302060214366459,0.00014204293247634098,0.00011245065487710327,0.00221350236442298,0.00017163521007557868,0.0008226653172588082,0.0006510301071832294,0.0009469528831756065,0.0001775536655954262,0.00021306439871451147,0.00016571675455573113,0.0002663304983931393,2.3673822079390162e-05,0.00021306439871451147,5.9184555198475404e-05,8.285837727786556e-05,5.918455519847541e-06,5.918455519847541e-06,5.918455519847541e-06,1.7755366559542623e-05,1.1836911039695081e-05,5.918455519847541e-06
!,0.055649600473512875,0.11224030778336785,0.0875288546907369,0.056572950577093814,0.02977212192956496,0.03999408108907961,0.03553122225510506,0.05106244451021012,0.01817697543651968,0.007084936371707606,0.15451908848771825,0.04087599881621782,0.02464634507250666,0.004048535069547204,0.07025155371411661,0.06511985794613791,0.023776265167209234,0.037934300088783665,0.010073986386504884,0.005794613791062444,0.0007931340633323469,0.00011245930748742231,0.009144717372003551,0.006694288250961823,0.001781592187037585,0.007718259840189405,0.005474992601361349,0.006090559337081977,0.008345664397750814,7.102693104468778e-05,0.006084640426161587,0.0005445398046759396,0.000941106836342113,0.002604320804971885,0.0014915655519384433,0.0020124297129328205,0.00026635099141757916,0.0002959455460195324,0.00020124297129328205,0.00014205386208937556,0.00013021604024859425,0.0019591595146493043,0.00013021604024859425,0.00014205386208937556,0.00011245930748742231,0.0022136726842261023,0.0001716484166913288,0.0008227286179343001,0.0006510802012429712,0.0009470257472625037,0.00017756732761171944,0.00021308079313406332,0.00016572950577093814,0.00026635099141757916,2.3675643681562593e-05,0.00021308079313406332,5.918910920390648e-05,8.286475288546907e-05,5.918910920390648e-06,5.918910920390648e-06,5.918910920390648e-06,1.7756732761171945e-05,1.1837821840781296e-05,5.918910920390648e-06
[,0.055649600473512875,0.11224030778336785,0.0875288546907369,0.056572950577093814,0.02977212192956496,0.03999408108907961,0.03553122225510506,0.05106244451021012,0.01817697543651968,0.007084936371707606,0.15451316957679787,0.04087599881621782,0.02464634507250666,0.004048535069547204,0.07025155371411661,0.0651257768570583,0.023776265167209234,0.037934300088783665,0.010073986386504884,0.005794613791062444,0.0007931340633323469,0.00011245930748742231,0.009144717372003551,0.006694288250961823,0.001781592187037585,0.007718259840189405,0.005474992601361349,0.006090559337081977,0.008345664397750814,7.102693104468778e-05,0.006084640426161587,0.0005445398046759396,0.000941106836342113,0.002604320804971885,0.0014915655519384433,0.0020124297129328205,0.00026635099141757916,0.0002959455460195324,0.00020124297129328205,0.00014205386208937556,0.00013021604024859425,0.0019591595146493043,0.00013021604024859425,0.00014205386208937556,0.00011245930748742231,0.0022136726842261023,0.0001716484166913288,0.0008227286179343001,0.0006510802012429712,0.0009470257472625037,0.00017756732761171944,0.00021308079313406332,0.00016572950577093814,0.00026635099141757916,2.3675643681562593e-05,0.00021308079313406332,5.918910920390648e-05,8.286475288546907e-05,5.918910920390648e-06,5.918910920390648e-06,5.918910920390648e-06,1.7756732761171945e-05,1.1837821840781296e-05,5.918910920390648e-06
],0.055649600473512875,0.11224030778336785,0.0875288546907369,0.056572950577093814,0.02977212192956496,0.03999408108907961,0.03553122225510506,0.05106244451021012,0.01817697543651968,0.007084936371707606,0.15451316957679787,0.04087599881621782,0.02464634507250666,0.004048535069547204,0.07025155371411661,0.06511985794613791,0.023776265167209234,0.037934300088783665,0.010073986386504884,0.005794613791062444,0.0007931340633323469,0.00011245930748742231,0.009144717372003551,0.006694288250961823,0.001781592187037585,0.007718259840189405,0.005474992601361349,0.006096478248002368,0.008345664397750814,7.102693104468778e-05,0.006084640426161587,0.0005445398046759396,0.000941106836342113,0.002604320804971885,0.0014915655519384433,0.0020124297129328205,0.00026635099141757916,0.0002959455460195324,0.00020124297129328205,0.00014205386208937556,0.00013021604024859425,0.0019591595146493043,0.00013021604024859425,0.00014205386208937556,0.00011245930748742231,0.0022136726842261023,0.0001716484166913288,0.0008227286179343001,0.0006510802012429712,0.0009470257472625037,0.00017756732761171944,0.00021308079313406332,0.00016572950577093814,0.00026635099141757916,2.3675643681562593e-05,0.00021308079313406332,5.918910920390648e-05,8.286475288546907e-05,5.918910920390648e-06,5.918910920390648e-06,5.918910920390648e-06,1.7756732761171945e-05,1.1837821840781296e-05,5.918910920390648e-06
‰,0.05564894171125527,0.11223897911832946,0.08752781855201477,0.05657228088451158,0.029771769496661774,0.039993607651877455,0.035530801647805296,0.05106184004924476,0.01817676026327004,0.007084852502485913,0.15451134049907667,0.04087551493915432,0.024646053316918416,0.004048487144277664,0.07025072209858421,0.06513684360054926,0.02377598371134997,0.03793385103461338,0.010073867133860505,0.005794545196268762,0.000793124674463753,0.00011245797622993513,0.009144609119749987,0.006694209006108244,0.0017815710971163408,0.0077181684738860746,0.005474927790141579,0.006090487238979118,0.008345565604432028,7.102609025048534e-05,0.006084568398124911,0.0005445333585870543,0.0009410956958189308,0.002604289975851129,0.0014915478952601923,0.0020124058904304183,0.00026634783843932004,0.0002959420427103556,0.00020124058904304182,0.00014205218050097068,0.00013021449879255646,0.0019591363227425542,0.00013021449879255646,0.00014205218050097068,0.00011245797622993513,0.0022136464794734597,0.00017164638477200624,0.0008227188787347886,0.0006510724939627823,0.0009470145366731379,0.00017756522562621335,0.00021307827075145604,0.00016572754391779913,0.00026634783843932004,2.367536341682845e-05,0.00021307827075145604,5.918840854207112e-05,8.286377195889956e-05,5.918840854207112e-06,5.918840854207112e-06,5.918840854207112e-06,1.7756522562621336e-05,1.1837681708414225e-05,5.918840854207112e-06
¼,0.05564927109043451,0.11225148119869074,0.08752833661830946,0.05657261572882078,0.029771945712070362,0.03999384436907742,0.03553101195021042,0.05106214227793857,0.01817686784925807,0.007084894436848553,0.15451225503252422,0.04087575687625406,0.024646199193849104,0.004048511106770602,0.07025113790388929,0.06511947250978094,0.02377612443844665,0.037934075560369575,0.010073926759829772,0.005794579493462602,0.0007931293688702641,0.00011245864185473895,0.009144663245556404,0.006694248628300513,0.0017815816420145487,0.007718214156767347,0.00547496019555966,0.006090523287817178,0.008345615000799049,7.102651064509829e-05,0.006084604411930086,0.0005445365816124202,0.0009411012660475522,0.0026043053903202704,0.0014915567235470638,0.002012417801611118,0.0002663494149191186,0.00029594379435457616,0.0002012417801611118,0.00014205302129019658,0.00013021526951601352,0.0019591479186272945,0.00013021526951601352,0.00014205302129019658,0.00011245864185473895,0.00221365958177223,0.0001716474007256542,0.0008227237483057218,0.0006510763475800676,0.0009470201419346437,0.00017756627661274572,0.00021307953193529485,0.00016572852483856266,0.0002663494149191186,2.3675503548366093e-05,0.00021307953193529485,5.9188758870915234e-05,8.286426241928133e-05,5.918875887091523e-06,5.918875887091523e-06,5.918875887091523e-06,1.7756627661274572e-05,1.1837751774183047e-05,5.918875887091523e-06
š,0.055649600473512875,0.11224030778336785,0.0875288546907369,0.0565788694880142,0.02977212192956496,0.03999408108907961,0.03553122225510506,0.05106244451021012,0.01817697543651968,0.007084936371707606,0.15451316957679787,0.04087599881621782,0.02464634507250666,0.004048535069547204,0.07025155371411661,0.06511985794613791,0.023776265167209234,0.037934300088783665,0.010073986386504884,0.005794613791062444,0.0007931340633323469,0.00011245930748742231,0.009144717372003551,0.006694288250961823,0.001781592187037585,0.007718259840189405,0.005474992601361349,0.006090559337081977,0.008345664397750814,7.102693104468778e-05,0.006084640426161587,0.0005445398046759396,0.000941106836342113,0.002604320804971885,0.0014915655519384433,0.0020124297129328205,0.00026635099141757916,0.0002959455460195324,0.00020124297129328205,0.00014205386208937556,0.00013021604024859425,0.0019591595146493043,0.00013021604024859425,0.00014205386208937556,0.00011245930748742231,0.0022136726842261023,0.0001716484166913288,0.0008227286179343001,0.0006510802012429712,0.0009470257472625037,0.00017756732761171944,0.00021308079313406332,0.00016572950577093814,0.00026635099141757916,2.3675643681562593e-05,0.00021308079313406332,5.918910920390648e-05,8.286475288546907e-05,5.918910920390648e-06,5.918910920390648e-06,5.918910920390648e-06,1.7756732761171945e-05,1.1837821840781296e-05,5.918910920390648e-06
